SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,exchange
20MICRONS,EQ,33.4,33.45,32.5,32.5,32.5,33.15,10195,335566.95,17-MAY-2016,58,INE144J01027,nse
3IINFOTECH,EQ,4.25,4.3,4.15,4.25,4.25,4.2,896703,3798832.95,17-MAY-2016,3322,INE748C01020,nse
3MINDIA,EQ,13200,13245,13005,13059.1,13049.95,13126.85,901,11819225.8,17-MAY-2016,238,INE470A01017,nse
8KMILES,EQ,1806,1832,1709.4,1722.45,1727.8,1795.15,49370,87648832.65,17-MAY-2016,4870,INE650K01013,nse
A2ZINFRA,EQ,24.5,25.05,23.9,24.15,23.9,24.5,76614,1869974.95,17-MAY-2016,614,INE619I01012,nse
AARTIDRUGS,EQ,465.35,467,458.8,462.95,461.05,461.55,15027,6940612.85,17-MAY-2016,650,INE767A01016,nse
AARTIIND,EQ,513.05,523,506.3,510.45,512,513.35,18227,9397502.15,17-MAY-2016,960,INE769A01020,nse
AARVEEDEN,EQ,61,61.9,59.5,60.4,61.5,61.35,9943,606813.4,17-MAY-2016,65,INE273D01019,nse
ABAN,EQ,216.35,218.95,209.3,212.85,212,211.8,2711688,580711061.15,17-MAY-2016,30225,INE421A01028,nse
ABB,EQ,1267,1280,1255,1259.25,1255,1263.7,42078,53278714.65,17-MAY-2016,2501,INE117A01022,nse
ABBOTINDIA,EQ,4664.6,4734,4664.6,4695.75,4675,4701.5,555,2609108.35,17-MAY-2016,124,INE358A01014,nse
ABFRL,EQ,151.05,153.9,150.45,152,152.5,150.75,177103,26995289,17-MAY-2016,5039,INE647O01011,nse
ABGSHIP,EQ,29.5,30,29,29.2,29.05,29.4,498621,14605901.05,17-MAY-2016,2268,INE067H01016,nse
ABIRLANUVO,EQ,969.4,979.75,961.35,964.65,963.75,968.3,274486,266375092.95,17-MAY-2016,13830,INE069A01017,nse
ACC,EQ,1468,1468,1440.05,1449.4,1447,1458.2,136278,197937955.15,17-MAY-2016,8122,INE012A01025,nse
ACCELYA,EQ,1127.8,1139.95,1094,1108.55,1110.2,1124.4,2393,2651198.8,17-MAY-2016,281,INE793A01012,nse
ACE,EQ,41.5,42.45,41.1,42.1,42.4,41.45,104370,4368833.9,17-MAY-2016,591,INE731H01025,nse
ACROPETAL,EQ,2.6,2.8,2.6,2.75,2.75,2.65,1860,5091.75,17-MAY-2016,8,INE055L01013,nse
ADANIENT,EQ,76.3,76.3,74.45,74.95,74.65,76.15,1444024,108561485.4,17-MAY-2016,6107,INE423A01024,nse
ADANIPORTS,EQ,186.6,187.35,182.7,183.25,182.8,185.8,7208437,1329615112.45,17-MAY-2016,63213,INE742F01042,nse
ADANIPOWER,EQ,29.75,29.75,29.15,29.25,29.3,29.45,3207964,94258484.6,17-MAY-2016,5923,INE814H01011,nse
ADANITRANS,EQ,30.05,30.1,29.5,29.65,29.8,29.95,201929,6026029.1,17-MAY-2016,628,INE931S01010,nse
ADFFOODS,EQ,88.75,92,87.15,88.7,89.3,87.55,105032,9455503.6,17-MAY-2016,1268,INE982B01019,nse
ADHUNIK,EQ,7.95,8.4,7.9,7.95,8,8.25,155867,1247610.95,17-MAY-2016,313,INE400H01019,nse
ADI,EQ,280,282.9,277,278.55,277.55,280,9522,2664544.1,17-MAY-2016,106,INE959A01019,nse
ADLABS,EQ,79.9,80.4,79,79.7,79.7,79.35,21556,1717742.45,17-MAY-2016,335,INE172N01012,nse
ADORWELD,EQ,286,289,283.1,286.55,286,282.3,2013,574990,17-MAY-2016,73,INE045A01017,nse
ADSL,EQ,42.25,42.85,41.2,41.4,41.25,41.85,73174,3089893.65,17-MAY-2016,531,INE102I01027,nse
ADVANIHOTR,EQ,54.05,60,54.05,59.75,59.4,50,245098,14571407.5,17-MAY-2016,1537,INE199C01026,nse
ADVANTA,EQ,598.9,604,588.7,591.15,589.25,593.2,20119,12016375.15,17-MAY-2016,1307,INE517H01028,nse
AEGISCHEM,EQ,116,116.2,112.25,112.8,113,115.55,249501,28541847.6,17-MAY-2016,4669,INE208C01025,nse
AFL,EQ,61,62.6,58.1,61.25,61.5,61.05,10917,661182.5,17-MAY-2016,151,INE020G01017,nse
AGARIND,EQ,127.75,132.5,126.25,128.45,128,127.7,3272,418661.15,17-MAY-2016,60,INE204E01012,nse
AGCNET,EQ,69,69,67.9,67.9,67.9,68.95,1409,96658.55,17-MAY-2016,20,INE676A01019,nse
AGRODUTCH,EQ,2.7,2.7,2.55,2.55,2.55,2.75,14897,38645.65,17-MAY-2016,22,INE135B01014,nse
AHLEAST,EQ,146.15,153.75,146.15,153.75,153.75,147.1,810,123753.5,17-MAY-2016,18,INE926K01017,nse
AHLUCONT,EQ,282.05,282.8,278,279.35,278,280.65,23239,6510335.55,17-MAY-2016,942,INE758C01029,nse
AHLWEST,EQ,125.05,133,125.05,133,133,130,731,96402.45,17-MAY-2016,26,INE915K01010,nse
AIAENG,EQ,955,964.5,937,939.9,939.9,952.95,25556,24276536.6,17-MAY-2016,3125,INE212H01026,nse
AIFL,EQ,257.5,263.85,254.55,257,256,258.4,41153,10685374.55,17-MAY-2016,415,INE428O01016,nse
AIL,EQ,617.05,622,614.1,617.7,620,611.75,68325,42032967.25,17-MAY-2016,545,INE878A01011,nse
AJANTPHARM,EQ,1610,1614.35,1581,1585.2,1585.2,1592.55,131520,210301734.5,17-MAY-2016,8159,INE031B01049,nse
AJMERA,EQ,171.35,172.4,168.8,170,170.15,170.75,57259,9774170.85,17-MAY-2016,859,INE298G01027,nse
AKSHOPTFBR,EQ,14.9,16.15,14.8,15.55,15.6,14.75,4474662,69732688.35,17-MAY-2016,5666,INE523B01011,nse
AKZOINDIA,EQ,1444,1445,1420,1426.45,1428,1434.4,9213,13188483.1,17-MAY-2016,2383,INE133A01011,nse
ALANKIT,EQ,104,111.7,104,107.3,108,108.75,308059,33159284.5,17-MAY-2016,491,INE914E01032,nse
ALBK,EQ,50.85,52.6,50.25,51.75,51.55,50.65,3025676,155634038.85,17-MAY-2016,13668,INE428A01015,nse
ALCHEM,EQ,23.65,23.65,23,23.4,23.4,23.45,1173,27298.15,17-MAY-2016,21,INE964B01033,nse
ALEMBICLTD,EQ,36.2,36.45,35.35,35.6,35.45,36.05,86961,3116322.05,17-MAY-2016,500,INE426A01027,nse
ALICON,EQ,349.1,357,349,356.9,356.9,351.85,692,245395.25,17-MAY-2016,18,INE062D01024,nse
ALKALI,EQ,44.5,45.35,44.4,44.5,45.1,43.7,1777,79645.55,17-MAY-2016,32,INE773I01017,nse
ALKEM,EQ,1194,1206.4,1184,1192.75,1190,1194.65,26891,32157498.9,17-MAY-2016,2016,INE540L01014,nse
ALKYLAMINE,EQ,326.95,345.6,306,310.95,315,308.55,1719,534316.25,17-MAY-2016,94,INE150B01021,nse
ALLCARGO,EQ,148.7,149.55,146.5,147.75,148,146.65,56346,8357493.2,17-MAY-2016,2163,INE418H01029,nse
ALLSEC,EQ,196.7,201,181.1,188.55,188.85,194.3,64081,12333448.05,17-MAY-2016,1958,INE835G01018,nse
ALMONDZ,EQ,10.8,11,10.8,10.8,10.95,10.95,4354,47024.6,17-MAY-2016,22,INE326B01027,nse
ALOKTEXT,EQ,3.95,3.95,3.85,3.9,3.95,3.9,1444465,5663146.3,17-MAY-2016,12648,INE270A01011,nse
ALPA,BE,28.55,29.95,28.55,29.95,29.95,28.55,7240,213951.2,17-MAY-2016,44,INE385I01010,nse
ALPHAGEO,EQ,514.7,517.9,495.1,498.2,498,505.6,11281,5704018.9,17-MAY-2016,546,INE137C01018,nse
ALPSINDUS,EQ,4.25,4.45,4.25,4.4,4.35,4.2,23837,103307.25,17-MAY-2016,39,INE093B01015,nse
ALSTOMT&D,EQ,353.85,361.4,352.5,353.5,353.1,351,188360,67083629.45,17-MAY-2016,2908,INE200A01026,nse
AMARAJABAT,EQ,950,959,938.55,951.15,950.2,943,114547,108638702.15,17-MAY-2016,6069,INE885A01032,nse
AMBIKCO,EQ,867.95,873,845.35,864.2,868.7,860.75,3013,2598104.65,17-MAY-2016,379,INE540G01014,nse
AMBUJACEM,EQ,218,218.85,215,216.9,216.8,217.25,2549385,550337385.65,17-MAY-2016,16456,INE079A01024,nse
AMDIND,EQ,30.2,30.7,30,30,30,30.15,2420,73129.9,17-MAY-2016,26,INE005I01014,nse
AMRUTANJAN,EQ,418,419,410.15,411.8,411.2,414,5603,2316477.55,17-MAY-2016,542,INE098F01023,nse
AMTEKAUTO,EQ,35.85,36.25,34.9,35.15,35.2,35.7,1170805,41643797.3,17-MAY-2016,4297,INE130C01021,nse
AMTL,EQ,33.1,33.85,31.25,32.8,32,33.2,21696,700181.15,17-MAY-2016,85,INE436N01029,nse
ANANDAMRUB,BE,17.65,17.65,17.65,17.65,17.65,18.55,20,353,17-MAY-2016,1,INE618N01014,nse
ANANTRAJ,EQ,39.65,40.75,39.4,39.8,39.7,39.4,606152,24323986.15,17-MAY-2016,2627,INE242C01024,nse
ANDHRABANK,EQ,50.4,50.7,49.6,50.4,50.2,49.6,1671824,83847345.25,17-MAY-2016,9313,INE434A01013,nse
ANDHRACEMT,EQ,8,8,6.65,7.7,7.7,7.8,239148,1836050.4,17-MAY-2016,382,INE666E01012,nse
ANDHRSUGAR,EQ,178.75,195.5,175.15,191.6,191.6,179.25,819878,155367029.2,17-MAY-2016,11928,INE715B01013,nse
ANGIND,EQ,21.55,21.95,20.7,20.7,20.7,21.75,80942,1704363.25,17-MAY-2016,418,INE017D01010,nse
ANIKINDS,BE,30.65,32.65,30.65,31.8,30.8,31.85,932,28793.8,17-MAY-2016,4,INE087B01017,nse
ANKITMETAL,EQ,1.75,1.75,1.7,1.75,1.75,1.75,27493,47389.45,17-MAY-2016,25,INE106I01010,nse
ANSALAPI,EQ,18.2,18.65,18.2,18.5,18.5,18.15,30144,557302.5,17-MAY-2016,193,INE436A01026,nse
ANSALHSG,EQ,20.2,20.6,20,20.15,20.25,20.25,20760,419678.85,17-MAY-2016,127,INE880B01015,nse
ANTGRAPHIC,BE,0.8,0.8,0.7,0.8,0.8,0.75,57547,40709.25,17-MAY-2016,23,INE414B01021,nse
APARINDS,EQ,475.4,479,474.4,475.3,476,474,42403,20147530.7,17-MAY-2016,2495,INE372A01015,nse
APCOTEXIND,EQ,299,304.9,285.05,291.85,292.05,299.8,31673,9317151.85,17-MAY-2016,983,INE116A01024,nse
APLAPOLLO,EQ,864.05,888,852,870.4,870.2,863.85,49363,43088218.75,17-MAY-2016,2688,INE702C01019,nse
APLLTD,EQ,569,579.75,567,573.85,574,567.65,59896,34432399.65,17-MAY-2016,5551,INE901L01018,nse
APOLLOHOSP,EQ,1347,1364,1332.85,1338.15,1338,1343.85,215961,292251843.55,17-MAY-2016,25582,INE437A01024,nse
APOLLOTYRE,EQ,156.6,158.8,153.1,153.55,153.35,157.15,1439028,223928677.3,17-MAY-2016,16380,INE438A01022,nse
APOLSINHOT,EQ,249,249,245,245,245,237.2,2,494,17-MAY-2016,2,INE451F01016,nse
APTECHT,EQ,61.3,65.5,61.2,63.65,63.9,60.95,938449,60199231.9,17-MAY-2016,7619,INE266F01018,nse
ARCHIDPLY,EQ,50.1,53.6,49.5,50.6,50.75,50,62231,3218545.9,17-MAY-2016,1497,INE877I01016,nse
ARCHIES,EQ,24.35,24.35,23.6,23.7,23.65,23.85,15347,365961.05,17-MAY-2016,114,INE731A01020,nse
