SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,exchange
20MICRONS,EQ,27.8,28.95,27.75,28.15,28.05,27.5,14623,415058.35,31-MAR-2016,114,INE144J01027,nse
3IINFOTECH,EQ,4.15,4.35,4.1,4.15,4.2,4.15,826849,3472893.35,31-MAR-2016,465,INE748C01020,nse
3MINDIA,EQ,10795.5,10845,10701.1,10724.95,10703,10708.25,1695,18276027.5,31-MAR-2016,350,INE470A01017,nse
8KMILES,EQ,2023,2041.5,1984.15,1998.25,2e3,2005.25,25715,51936891.25,31-MAR-2016,2808,INE650K01013,nse
A2ZINFRA,EQ,19.85,20.8,19.75,19.9,19.8,20.05,114219,2304332.65,31-MAR-2016,676,INE619I01012,nse
AARTIDRUGS,EQ,468.95,470,448,452.25,450.1,448.05,21876,9882716.15,31-MAR-2016,598,INE767A01016,nse
AARTIIND,EQ,527.5,533.95,510.35,515.45,515.5,526.65,25756,13471951.95,31-MAR-2016,2099,INE769A01020,nse
AARVEEDEN,EQ,50.3,52.85,50.2,51.95,52.05,52.7,3240,167273.1,31-MAR-2016,69,INE273D01019,nse
ABAN,EQ,175.5,180.45,174.7,176.45,176.4,175.5,925592,164491626.2,31-MAR-2016,12974,INE421A01028,nse
ABB,EQ,1245,1296.8,1231.05,1282.15,1280,1239.55,116152,147855132.95,31-MAR-2016,7848,INE117A01022,nse
ABBOTINDIA,EQ,4680.05,4740,4680,4705.2,4714,4742.35,684,3221369.6,31-MAR-2016,217,INE358A01014,nse
ABFRL,EQ,138,150.9,138,146.15,140,138.4,1880288,271597636,31-MAR-2016,13768,INE647O01011,nse
ABGSHIP,EQ,45.35,49.2,44.5,47.7,47.55,46.1,2326456,110682020.35,31-MAR-2016,15605,INE067H01016,nse
ABIRLANUVO,EQ,823.1,842.8,818.1,822.6,827.35,830.7,277385,229365580.6,31-MAR-2016,10096,INE069A01017,nse
ACC,EQ,1395,1395,1362.2,1381.9,1378,1385.7,593818,819428004.15,31-MAR-2016,27678,INE012A01025,nse
ACCELYA,EQ,899,900,856,866.9,857.25,899.55,4117,3641718.05,31-MAR-2016,185,INE793A01012,nse
ACE,EQ,40,40.3,38.2,38.7,38.55,38.6,330964,12869543.2,31-MAR-2016,2118,INE731H01025,nse
ACROPETAL,EQ,2.6,2.8,2.6,2.75,2.75,2.75,18320,49545.15,31-MAR-2016,34,INE055L01013,nse
ADANIENT,EQ,72.8,74.9,72.5,73.8,73.7,72.5,5380079,397570991.05,31-MAR-2016,15836,INE423A01024,nse
ADANIPORTS,EQ,247.1,250,242.5,247.7,248.3,245.95,4192902,1033072563.65,31-MAR-2016,38252,INE742F01042,nse
ADANIPOWER,EQ,32.75,35.6,32.55,34.45,34.2,32.6,27628287,937290462.15,31-MAR-2016,26691,INE814H01011,nse
ADANITRANS,EQ,34.8,34.85,33.85,34.35,34.5,34.75,577019,19910065.1,31-MAR-2016,1775,INE931S01010,nse
ADFFOODS,EQ,85.2,86.25,82.6,84,84.25,85.25,22560,1905768.7,31-MAR-2016,674,INE982B01019,nse
ADHUNIK,EQ,11.5,11.5,11.05,11.1,11.15,11.5,22171,247910.1,31-MAR-2016,114,INE400H01019,nse
ADI,EQ,263,268.05,258,259,258,257.55,3003,788293.7,31-MAR-2016,78,INE959A01019,nse
ADLABS,EQ,87.6,88.5,85,85.45,85.1,87.25,32576,2818838.05,31-MAR-2016,770,INE172N01012,nse
ADORWELD,EQ,285,294,285,287.05,287,286.6,653,187701.9,31-MAR-2016,26,INE045A01017,nse
ADSL,EQ,39.35,40.9,39,39.85,39.75,39.3,137287,5484873,31-MAR-2016,2022,INE102I01027,nse
ADVANTA,EQ,480.55,487.95,474.05,481.55,486.2,480.25,7920,3811609.65,31-MAR-2016,780,INE517H01028,nse
AEGISCHEM,EQ,98.5,100.25,95.6,96.95,97.25,98.65,137660,13458134.15,31-MAR-2016,2311,INE208C01025,nse
AFL,EQ,49.7,52,49.65,50.65,50.1,50.45,41762,2090008.7,31-MAR-2016,112,INE020G01017,nse
AGARIND,EQ,125.6,129.9,125,125.8,125.6,125.85,9984,1256345.55,31-MAR-2016,70,INE204E01012,nse
AGCNET,EQ,69,69,63.1,65.3,65,67.55,14423,943222.5,31-MAR-2016,278,INE676A01019,nse
AGRITECH,EQ,8,8,8,8,8,8.1,60,480,31-MAR-2016,2,INE449G01018,nse
AGRODUTCH,EQ,2.8,2.8,2.7,2.75,2.8,2.9,8806,24154.8,31-MAR-2016,14,INE135B01014,nse
AHLEAST,EQ,171,171,134.4,154.6,159,142.95,2586,379993.85,31-MAR-2016,76,INE926K01017,nse
AHLUCONT,EQ,283,311.85,277.05,303.2,310,282.6,179941,53738458.3,31-MAR-2016,4082,INE758C01029,nse
AHLWEST,EQ,120,120,106.3,112,112,111.9,1630,179210.5,31-MAR-2016,81,INE915K01010,nse
AIAENG,EQ,944,974.7,930,939.8,944.05,949.05,57387,54443915.15,31-MAR-2016,13093,INE212H01026,nse
AICHAMP,BE,24.85,24.85,24.8,24.8,24.8,23.7,11,272.85,31-MAR-2016,2,INE768E01024,nse
AIFL,EQ,259,259.8,247.15,252.8,249.05,250.65,49647,12640252.7,31-MAR-2016,495,INE428O01016,nse
AIL,EQ,600,615,578.8,607.45,602,599.5,25398,15273939.65,31-MAR-2016,1691,INE878A01011,nse
AJANTPHARM,EQ,1367.2,1445,1366.2,1409.15,1433,1370.85,162763,226566362.95,31-MAR-2016,11432,INE031B01049,nse
AJMERA,EQ,131,139.9,128.55,138.2,138.8,131.9,151187,20696973.45,31-MAR-2016,2655,INE298G01027,nse
AKSHOPTFBR,EQ,13.45,13.6,12.95,13.05,13.05,13.3,699018,9204875.45,31-MAR-2016,1185,INE523B01011,nse
AKZOINDIA,EQ,1380,1388.05,1352.9,1363.95,1354,1400.05,4558,6252642.8,31-MAR-2016,1094,INE133A01011,nse
ALANKIT,EQ,101.9,102.65,100.05,101.75,101.3,101.7,453179,45896100.4,31-MAR-2016,2142,INE914E01032,nse
ALBK,EQ,53.5,55.3,53.05,54.85,55.1,53.5,2292208,123904493.6,31-MAR-2016,8467,INE428A01015,nse
ALCHEM,EQ,19.6,20.05,19.5,19.9,20,19.55,4652,92074.15,31-MAR-2016,44,INE964B01033,nse
ALEMBICLTD,EQ,35.7,36.3,35.15,35.3,35.45,35.65,184928,6589722.3,31-MAR-2016,1124,INE426A01027,nse
ALICON,EQ,282.7,293.05,275.05,279.6,277.05,292.7,5506,1556866.05,31-MAR-2016,273,INE062D01024,nse
ALKALI,EQ,40.5,41.45,39.95,40.6,40.55,41.4,736,29877.95,31-MAR-2016,20,INE773I01017,nse
ALKEM,EQ,1377,1381,1350,1356.45,1355,1371.1,57439,77946595.5,31-MAR-2016,6385,INE540L01014,nse
ALKYLAMINE,EQ,309.5,318.45,307,311.65,310.55,307.45,6409,1994880.65,31-MAR-2016,135,INE150B01021,nse
ALLCARGO,EQ,155.7,156.35,151,153,153.95,153.95,66861,10283985.85,31-MAR-2016,1261,INE418H01029,nse
ALLSEC,EQ,108.6,113.8,108.5,113.8,113.8,108.4,15038,1694826.2,31-MAR-2016,175,INE835G01018,nse
ALMONDZ,EQ,9,10,9,9.35,9.35,9.45,2486,23149,31-MAR-2016,30,INE326B01027,nse
ALOKTEXT,EQ,4.7,4.7,4.45,4.5,4.5,4.6,3510881,15890210.95,31-MAR-2016,1494,INE270A01011,nse
ALPA,BE,39,40.95,38.65,38.65,38.65,40.65,13494,525086.8,31-MAR-2016,93,INE385I01010,nse
ALPHAGEO,EQ,522.85,525,508,516.4,510,522.85,16198,8414240.75,31-MAR-2016,201,INE137C01018,nse
ALPSINDUS,EQ,4.1,4.55,4.05,4.5,4.55,4.3,18938,83297.05,31-MAR-2016,33,INE093B01015,nse
ALSTOMT&D,EQ,431.9,497.8,422.9,438.55,480,432.85,223756,97645247.5,31-MAR-2016,10239,INE200A01026,nse
AMARAJABAT,EQ,882.15,890.35,872.5,877.6,882.5,888.8,331747,291484415.9,31-MAR-2016,8771,INE885A01032,nse
AMBIKCO,EQ,804.95,810,801,802.5,801,806.45,2475,1996046.95,31-MAR-2016,103,INE540G01014,nse
AMBUJACEM,EQ,231.7,234,229.7,232.55,233,231.4,3951966,917625534.5,31-MAR-2016,35495,INE079A01024,nse
AMDIND,EQ,32,33.4,30.75,32.2,31.55,31.3,44966,1462857.55,31-MAR-2016,339,INE005I01014,nse
AMRUTANJAN,EQ,417,425.95,413.4,416.45,415,421.95,5006,2102013.45,31-MAR-2016,346,INE098F01023,nse
AMTEKAUTO,EQ,30.35,30.8,30.05,30.3,30.25,30.35,756828,22989628.55,31-MAR-2016,3264,INE130C01021,nse
AMTL,EQ,26.5,26.65,25.45,25.45,25.45,25.4,3342,87170.7,31-MAR-2016,13,INE436N01029,nse
ANANDAMRUB,EQ,12,12.55,11.5,12.55,12.55,12,2191,26191.75,31-MAR-2016,8,INE618N01014,nse
ANANTRAJ,EQ,33.5,33.5,32.8,33,33,33.25,241296,7987663,31-MAR-2016,977,INE242C01024,nse
ANDHRABANK,EQ,51.8,53,51.45,52.25,52.3,51.8,3981386,208297427.65,31-MAR-2016,22962,INE434A01013,nse
ANDHRACEMT,EQ,8.5,8.55,8.05,8.1,8.15,8.2,140021,1154221.85,31-MAR-2016,345,INE666E01012,nse
ANDHRSUGAR,EQ,141,142,137.3,138.55,138,140.4,54250,7573808.65,31-MAR-2016,806,INE715B01013,nse
ANGIND,EQ,36.1,36.25,34.3,34.9,34.85,35.7,36398,1297036.45,31-MAR-2016,281,INE017D01010,nse
ANIKINDS,BE,32.5,32.5,32.1,32.1,32.1,31.75,260,8350,31-MAR-2016,2,INE087B01017,nse
ANKITMETAL,EQ,1.6,1.65,1.55,1.6,1.6,1.6,91219,145829.75,31-MAR-2016,50,INE106I01010,nse
ANSALAPI,EQ,17.4,17.75,17.4,17.5,17.7,17.6,58217,1020127.75,31-MAR-2016,336,INE436A01026,nse
ANSALHSG,EQ,20.45,20.45,19.8,19.95,19.9,20,8378,167660.55,31-MAR-2016,50,INE880B01015,nse
ANTGRAPHIC,BE,0.75,0.75,0.75,0.75,0.75,0.8,8433,6324.75,31-MAR-2016,10,INE414B01021,nse
APARINDS,EQ,483.95,484,456.95,460.95,463,471.4,13535,6284433.3,31-MAR-2016,584,INE372A01015,nse
APCOTEXIND,EQ,213.2,218.5,212,213.9,214.1,214.8,5297,1132366.2,31-MAR-2016,282,INE116A01024,nse
APLAPOLLO,EQ,678,686,664.05,671.05,670.05,678.7,4962,3339348.8,31-MAR-2016,491,INE702C01019,nse
APLLTD,EQ,610,610.65,594,598.4,600,604.9,239425,144568249,31-MAR-2016,4500,INE901L01018,nse
