SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,exchange
20MICRONS,EQ,27.6,27.6,26.2,26.75,26.65,26.85,28534,764195.95,10-MAR-2016,137,INE144J01027,nse
3IINFOTECH,EQ,4.4,4.6,4.4,4.4,4.45,4.4,1346309,6032257.85,10-MAR-2016,647,INE748C01020,nse
3MINDIA,EQ,10877,10877,10650.05,10850,10850,10779.7,897,9684177.7,10-MAR-2016,153,INE470A01017,nse
8KMILES,EQ,1859.7,1934.7,1850,1903.9,1894.1,1847.5,63262,120479029,10-MAR-2016,5889,INE650K01013,nse
A2ZINFRA,EQ,20.4,20.75,19.95,20.05,20.05,20.1,150438,3029692.85,10-MAR-2016,280,INE619I01012,nse
AARTIDRUGS,EQ,491,498,490,492.9,492,494.65,2570,1268816.8,10-MAR-2016,277,INE767A01016,nse
AARTIIND,EQ,472,476.7,468,471.15,468.55,471.3,21202,10007217.9,10-MAR-2016,558,INE769A01020,nse
AARVEEDEN,EQ,53.8,53.8,52.25,53.65,53.65,52.7,254,13575.15,10-MAR-2016,5,INE273D01019,nse
ABAN,EQ,184,196,183.75,188.4,188.5,182.15,2825448,538864930.75,10-MAR-2016,34030,INE421A01028,nse
ABB,EQ,1180,1180.1,1146.3,1151.1,1149.3,1176.55,48185,55771254.2,10-MAR-2016,3922,INE117A01022,nse
ABBOTINDIA,EQ,4930,4974.75,4900,4901.4,4900,4925.9,1193,5874081.55,10-MAR-2016,369,INE358A01014,nse
ABFRL,EQ,148.75,153.5,148.4,149.65,149.25,148.5,628382,94453579.3,10-MAR-2016,4301,INE647O01011,nse
ABGSHIP,EQ,59,59.3,56.6,57.1,56.9,58.5,130993,7596803.4,10-MAR-2016,1467,INE067H01016,nse
ABIRLANUVO,EQ,778.8,815,768.15,795.05,796,772.3,506415,400174913.55,10-MAR-2016,15141,INE069A01017,nse
ACC,EQ,1248,1250,1226.1,1230.35,1233.65,1243.75,157799,195178147.1,10-MAR-2016,6078,INE012A01025,nse
ACCELYA,EQ,890,899,880,889,885,878.55,2222,1975647.75,10-MAR-2016,107,INE793A01012,nse
ACE,EQ,37.2,38.75,37.05,37.45,37.55,37.85,80527,3043487.05,10-MAR-2016,398,INE731H01025,nse
ACROPETAL,EQ,2.95,3,2.85,2.9,3,2.85,5301,15439.1,10-MAR-2016,17,INE055L01013,nse
ADANIENT,EQ,67.05,67.5,64.9,65.2,65.1,66.4,3158131,208454604.25,10-MAR-2016,11244,INE423A01024,nse
ADANIPORTS,EQ,228.8,228.8,224.2,226.45,226.8,226,1543894,349525811.8,10-MAR-2016,24296,INE742F01042,nse
ADANIPOWER,EQ,30.3,30.5,29.75,29.9,29.85,30.25,3278725,98561544.4,10-MAR-2016,4780,INE814H01011,nse
ADANITRANS,EQ,31.3,31.4,30.4,30.6,30.55,31.05,307363,9495186.4,10-MAR-2016,1853,INE931S01010,nse
ADFFOODS,EQ,82,84,80.05,81.25,81.15,81.7,42829,3490069.1,10-MAR-2016,397,INE982B01019,nse
ADHUNIK,EQ,12.45,12.45,11.6,11.65,11.6,11.9,42409,500258.95,10-MAR-2016,519,INE400H01019,nse
ADI,EQ,282,284,254.65,267.85,265.5,279.5,16459,4481177.25,10-MAR-2016,550,INE959A01019,nse
ADLABS,EQ,86.8,89.5,85.05,85.9,86,85.75,85277,7434077.25,10-MAR-2016,1333,INE172N01012,nse
ADORWELD,EQ,265,273.8,262.3,263.55,264.8,267.9,4158,1108893.2,10-MAR-2016,353,INE045A01017,nse
ADSL,EQ,42.65,44.7,41.45,41.95,42,42.25,314188,13518138.2,10-MAR-2016,2438,INE102I01027,nse
ADVANIHOTR,EQ,47,49,46.65,49,49,47.1,51052,2399480.5,10-MAR-2016,38,INE199C01026,nse
ADVANTA,EQ,445,456.5,443.1,451.5,448,442.6,15288,6889923.3,10-MAR-2016,859,INE517H01028,nse
AEGISCHEM,EQ,104.4,104.9,99.7,101.3,101.9,103.4,100084,10220949.8,10-MAR-2016,1293,INE208C01025,nse
AFL,EQ,58.8,60.7,58.1,58.6,58.2,57.85,40633,2433399.15,10-MAR-2016,179,INE020G01017,nse
AGARIND,EQ,153.5,155.5,151.5,155,154.8,151.8,33984,5220648.35,10-MAR-2016,341,INE204E01012,nse
AGCNET,EQ,79.3,79.3,73.1,75.2,73.25,76.95,2586,197169.65,10-MAR-2016,86,INE676A01019,nse
AGRITECH,EQ,8.55,9.05,8.4,9.05,9.05,8.8,1075,9277.75,10-MAR-2016,6,INE449G01018,nse
AGRODUTCH,EQ,3.05,3.2,3,3.1,3.1,3.05,4640,14120.25,10-MAR-2016,17,INE135B01014,nse
AHLEAST,EQ,141.45,141.45,130.2,131.9,131.3,137.2,2123,280222.1,10-MAR-2016,68,INE926K01017,nse
AHLUCONT,EQ,241,248.5,236.05,237.6,237.05,238.55,15330,3687908.5,10-MAR-2016,1050,INE758C01029,nse
AHLWEST,EQ,118.2,118.2,116,117.65,116.8,120,1084,127939.85,10-MAR-2016,38,INE915K01010,nse
AIAENG,EQ,842.5,842.5,804,826.3,818.55,829.5,49511,40722252.7,10-MAR-2016,2548,INE212H01026,nse
AIFL,EQ,248.5,248.5,238.3,240.65,240,243.75,16524,3985634.1,10-MAR-2016,241,INE428O01016,nse
AIL,EQ,578.8,584.7,547.4,567.75,562.2,580.05,30489,17347178.55,10-MAR-2016,1864,INE878A01011,nse
AJANTPHARM,EQ,1425,1450,1417.5,1442.1,1436.05,1425.8,141858,204085450.8,10-MAR-2016,8293,INE031B01049,nse
AJMERA,EQ,131.35,131.5,128,128.6,128.55,130.8,23907,3103004,10-MAR-2016,701,INE298G01027,nse
AKSHOPTFBR,EQ,13.6,13.9,13.4,13.5,13.45,13.55,818930,11133787.35,10-MAR-2016,1193,INE523B01011,nse
AKZOINDIA,EQ,1317,1317,1271.25,1278.3,1280,1296.2,7759,10002621.75,10-MAR-2016,576,INE133A01011,nse
ALANKIT,EQ,97.65,97.85,95.75,96.15,96.25,97.4,579132,55768552.9,10-MAR-2016,1115,INE914E01032,nse
ALBK,EQ,51.9,52.6,50.6,51.3,51.65,51.95,2427107,124867078.05,10-MAR-2016,8726,INE428A01015,nse
ALCHEM,EQ,22.2,23,21.85,22.3,21.85,22.2,3713,83597.6,10-MAR-2016,40,INE964B01033,nse
ALEMBICLTD,EQ,38.1,38.35,37.2,37.25,37.35,38,170551,6436207.35,10-MAR-2016,1047,INE426A01027,nse
ALICON,EQ,257.1,274.9,257,269.15,265.1,262.95,6452,1728990,10-MAR-2016,215,INE062D01024,nse
ALKALI,EQ,44.5,45.4,43,43.45,43.7,44.5,3712,163488.8,10-MAR-2016,43,INE773I01017,nse
ALKEM,EQ,1358,1359,1341,1348.2,1351.75,1345.75,30565,41221721.05,10-MAR-2016,3055,INE540L01014,nse
ALKYLAMINE,EQ,320,334.4,319.95,325.45,321,317.55,1556,511073.05,10-MAR-2016,139,INE150B01021,nse
ALLCARGO,EQ,159,159.85,156.5,157.35,156.5,158.2,70752,11185807.2,10-MAR-2016,1717,INE418H01029,nse
ALLSEC,EQ,112,116,108,115.85,116,110.5,14204,1610683.6,10-MAR-2016,263,INE835G01018,nse
ALMONDZ,EQ,9.5,10.15,9.5,10.15,10.15,9.5,2393,23469.95,10-MAR-2016,34,INE326B01027,nse
ALOKTEXT,EQ,4.4,4.65,4.35,4.45,4.45,4.35,7110080,31910151.6,10-MAR-2016,1671,INE270A01011,nse
ALPA,BE,37.3,37.3,36.5,37.3,37.3,35.55,44873,1673760.15,10-MAR-2016,136,INE385I01010,nse
ALPHAGEO,EQ,545,553.95,521.1,525.95,529,538.65,3595,1922008.2,10-MAR-2016,251,INE137C01018,nse
ALPSINDUS,EQ,4.85,4.85,4.3,4.3,4.35,4.5,43573,196628.45,10-MAR-2016,89,INE093B01015,nse
ALSTOMT&D,EQ,389.2,390.3,376.65,383.9,384,390.8,58205,22287918.05,10-MAR-2016,3047,INE200A01026,nse
AMARAJABAT,EQ,909.95,917.75,901.85,907.2,903.05,903.4,276261,251298831.2,10-MAR-2016,14064,INE885A01032,nse
AMBIKCO,EQ,810.8,814.95,801,805.7,803.1,810.15,1602,1290434.65,10-MAR-2016,518,INE540G01014,nse
AMBUJACEM,EQ,204.4,204.6,200.75,201.5,200.8,204.35,5056909,1021848132.05,10-MAR-2016,16464,INE079A01024,nse
AMDIND,EQ,29,29,26.15,27.1,27.5,27.9,7693,206681.05,10-MAR-2016,51,INE005I01014,nse
AMRUTANJAN,EQ,401.5,430.3,400.2,418.05,417.15,403.45,51559,21743632.3,10-MAR-2016,2501,INE098F01023,nse
AMTEKAUTO,EQ,31.9,32.4,31.15,31.9,32,31.65,1486506,47216053,10-MAR-2016,5834,INE130C01021,nse
AMTL,EQ,22,23.5,22,23.45,23.4,22.65,4970,115872,10-MAR-2016,19,INE436N01029,nse
ANANDAMRUB,EQ,13.5,13.55,13.5,13.5,13.5,12.95,260,3514.25,10-MAR-2016,6,INE618N01014,nse
ANANTRAJ,EQ,33.3,33.4,32.55,32.7,32.7,32.7,264648,8714460.1,10-MAR-2016,1240,INE242C01024,nse
ANDHRABANK,EQ,54,54.35,52.8,53.05,53.2,53.9,1377015,73649894.95,10-MAR-2016,5536,INE434A01013,nse
ANDHRACEMT,EQ,7.85,7.85,7.3,7.6,7.65,7.55,113333,847250.95,10-MAR-2016,275,INE666E01012,nse
ANDHRSUGAR,EQ,127.85,129,122.25,123.05,123,127.55,18631,2335100.35,10-MAR-2016,411,INE715B01013,nse
ANGIND,EQ,39.7,40.4,38.5,38.6,38.55,40,29914,1170335.85,10-MAR-2016,212,INE017D01010,nse
ANIKINDS,BE,28.95,28.95,28.95,28.95,28.95,27.6,26,752.7,10-MAR-2016,2,INE087B01017,nse
ANKITMETAL,EQ,1.8,1.85,1.7,1.75,1.75,1.75,106957,187720.15,10-MAR-2016,62,INE106I01010,nse
ANSALAPI,EQ,17.7,18.5,17.7,17.9,17.95,18.1,31039,563428.85,10-MAR-2016,305,INE436A01026,nse
ANSALHSG,EQ,21,21.15,20.25,20.45,20.25,21,39651,812929.6,10-MAR-2016,120,INE880B01015,nse
ANTGRAPHIC,BE,1.4,1.4,1.4,1.4,1.4,1.45,105,147,10-MAR-2016,2,INE414B01021,nse
APARINDS,EQ,468.85,475.3,456.45,459.45,460,459.85,10168,4724988.85,10-MAR-2016,397,INE372A01015,nse
APCOTEXIND,EQ,206.7,206.7,200.5,201.4,201.25,203.6,3053,617665.5,10-MAR-2016,154,INE116A01024,nse
APLAPOLLO,EQ,651,673,651,661,658,652.2,14285,9451902.7,10-MAR-2016,627,INE702C01019,nse
APLLTD,EQ,635.9,639,618.15,622.85,622.5,629.25,53306,33323681.8,10-MAR-2016,5124,INE901L01018,nse
APOLLOHOSP,EQ,1399.9,1425,1390.05,1404.05,1407,1394.1,296303,417862578.05,10-MAR-2016,17909,INE437A01024,nse
APOLLOTYRE,EQ,172.5,173.05,167,168.85,167.85,171.5,1855545,314233950.15,10-MAR-2016,16454,INE438A01022,nse
APOLSINHOT,EQ,212,212,212,212,212,202,1,212,10-MAR-2016,1,INE451F01016,nse
APTECHT,EQ,59.5,59.9,58.1,59,59,57.7,410365,24157640,10-MAR-2016,4320,INE266F01018,nse
ARCHIDPLY,EQ,45,45.95,44.5,45.3,45.3,44.7,34679,1572401.85,10-MAR-2016,399,INE877I01016,nse
ARCHIES,EQ,21.6,22.1,21.1,21.4,21.4,21.45,122056,2642082.8,10-MAR-2016,504,INE731A01020,nse
ARCOTECH,EQ,378,378,360.25,361.25,363.9,372.1,260888,96356769.9,10-MAR-2016,2998,INE574I01027,nse
ARIES,EQ,83.4,85.2,82.2,83.7,83,83.7,66850,5651695.95,10-MAR-2016,80,INE298I01015,nse
ARIHANT,EQ,41.1,43.8,41.1,43.8,43.8,43.75,1000,42450,10-MAR-2016,2,INE413D01011,nse
AROGRANITE,EQ,42.8,44.4,42.55,43.05,43.55,43.45,2348,102625.7,10-MAR-2016,23,INE210C01013,nse
ARROWCOAT,EQ,444.45,516,443.5,496.7,495,443.15,29260,14458555.8,10-MAR-2016,1960,INE570D01018,nse
ARROWTEX,EQ,35.45,38.25,35.4,36.7,37.4,35.95,83935,3103636.65,10-MAR-2016,660,INE933J01015,nse
ARSHIYA,EQ,32.1,32.75,31.2,31.65,31.65,31.85,18069,576442.45,10-MAR-2016,224,INE968D01022,nse
ARSSINFRA,EQ,33.8,34.35,33.2,33.4,33.35,33.45,64771,2192637.25,10-MAR-2016,566,INE267I01010,nse
ARVIND,EQ,275.9,279.3,270.7,272.35,271.4,275.5,1362492,374220335.5,10-MAR-2016,17174,INE034A01011,nse
ARVINFRA,EQ,78.75,81,77.2,77.75,77.75,81.25,37491,2959442.25,10-MAR-2016,614,INE034S01021,nse
ASAHIINDIA,EQ,149.95,150.5,147.05,148.95,147.65,148.5,3824,569451.9,10-MAR-2016,140,INE439A01020,nse
ASAHISONG,EQ,123,124.95,122.05,123.15,122.3,121.8,1905,234554.9,10-MAR-2016,39,INE228I01012,nse
ASAL,EQ,32.3,33.7,32.3,33.1,33.1,33.3,1756,57668.55,10-MAR-2016,19,INE900C01027,nse
ASHAPURMIN,EQ,80.7,82,78.75,79.4,79.1,80.2,190619,15286945.95,10-MAR-2016,1650,INE348A01023,nse
ASHIANA,EQ,132.6,134.9,131.05,134.7,134.9,133.6,18620,2488732,10-MAR-2016,528,INE365D01021,nse
ASHIMASYN,EQ,12.85,13.2,12.3,12.35,12.4,12.65,54287,697449.55,10-MAR-2016,286,INE440A01010,nse
ASHOKA,EQ,187.45,187.9,185.25,186.55,186.5,186.05,108866,20346125.55,10-MAR-2016,1016,INE442H01029,nse
ASHOKLEY,EQ,97.6,98,95.3,96.55,96.35,97.15,16263753,1572527190.45,10-MAR-2016,48525,INE208A01029,nse
ASIANHOTNR,EQ,112,123,112,117.15,115,110,3272,380939.3,10-MAR-2016,59,INE363A01022,nse
ASIANPAINT,EQ,870,896,870,894.75,895,876.2,810951,719190518.55,10-MAR-2016,42271,INE021A01026,nse
ASIANTILES,EQ,140.4,147.5,139,143.6,143,140.2,80657,11398450.65,10-MAR-2016,523,INE022I01019,nse
