SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,exchange
20MICRONS,EQ,41,41.55,40.35,40.65,40.45,39.95,255099,10420258.45,30-OCT-2016,658,INE144J01027,nse
3IINFOTECH,EQ,6.7,6.9,6.6,6.65,6.7,6.5,3565024,23984505.55,30-OCT-2016,1755,INE748C01020,nse
3MINDIA,EQ,13125,13400,13125,13296.35,13276,13018.3,595,7895755.15,30-OCT-2016,208,INE470A01017,nse
8KMILES,EQ,794.7,797.85,786,792.35,793,790,27205,21538004.65,30-OCT-2016,1178,INE650K01021,nse
A2ZINFRA,EQ,45.2,45.75,44.45,44.8,44.85,44.45,678887,30577972.25,30-OCT-2016,2440,INE619I01012,nse
AARTIDRUGS,EQ,668,678,666.1,676.5,678,671,14974,10109170.25,30-OCT-2016,557,INE767A01016,nse
AARTIIND,EQ,754,760,751.15,758,757,757,11241,8522480.3,30-OCT-2016,535,INE769A01020,nse
AARVEEDEN,EQ,92.2,102,92,99.6,102,91.4,107975,10674697.95,30-OCT-2016,832,INE273D01019,nse
ABAN,EQ,268,268.75,266.55,267.3,266.7,267.65,275479,73748057.6,30-OCT-2016,3266,INE421A01028,nse
ABB,EQ,1100,1103.5,1090.45,1099.1,1099.45,1089.1,13084,14355075.75,30-OCT-2016,771,INE117A01022,nse
ABBOTINDIA,EQ,5049,5049,4970,4999.65,5010,4998.6,1023,5119004.5,30-OCT-2016,305,INE358A01014,nse
ABFRL,EQ,162,164.9,161.5,164,163.85,160.2,359912,58871361.35,30-OCT-2016,3794,INE647O01011,nse
ABGSHIP,EQ,35.3,35.4,34.8,35.05,35.1,34.75,97832,3429510.35,30-OCT-2016,661,INE067H01016,nse
ABIRLANUVO,EQ,1387.45,1389.7,1381.1,1387.4,1389.7,1377.8,22129,30676916.1,30-OCT-2016,686,INE069A01017,nse
ACC,EQ,1519.7,1527.45,1515,1517.75,1518.45,1516.7,36562,55607997.45,30-OCT-2016,2256,INE012A01025,nse
ACCELYA,EQ,1414.9,1420,1386.15,1409.6,1420,1380.55,1324,1868187.1,30-OCT-2016,257,INE793A01012,nse
ACE,EQ,46.5,47.5,46.3,46.85,46.8,45.55,135524,6357458.1,30-OCT-2016,689,INE731H01025,nse
ADANIENT,EQ,67.35,67.4,66.65,67,67,66.9,288125,19327740.8,30-OCT-2016,1623,INE423A01024,nse
ADANIPORTS,EQ,308.9,308.9,304,305.3,304.3,307,429360,131477629.1,30-OCT-2016,4324,INE742F01042,nse
ADANIPOWER,EQ,27.65,27.65,27.2,27.35,27.3,27.35,1789390,49073190.05,30-OCT-2016,3742,INE814H01011,nse
ADANITRANS,EQ,45.75,46.3,45.15,45.55,45.4,45.25,462216,21148835.55,30-OCT-2016,1470,INE931S01010,nse
ADFFOODS,EQ,176.2,186.15,176.05,183.05,183.45,174.35,337447,61689015,30-OCT-2016,4347,INE982B01019,nse
ADHUNIK,EQ,7.8,8,7.8,7.95,8,7.9,14615,116441.65,30-OCT-2016,44,INE400H01019,nse
ADHUNIKIND,EQ,121.9,121.9,112.3,118.35,118,112.35,14033,1662973.3,30-OCT-2016,60,INE452L01012,nse
ADI,EQ,538.9,539,518.7,521.5,523.45,524.3,5448,2842360.65,30-OCT-2016,245,INE959A01019,nse
ADLABS,EQ,105.9,107,104.8,105.4,105.45,105.2,103387,10916075.8,30-OCT-2016,933,INE172N01012,nse
ADORWELD,EQ,313.9,314.8,308.65,314.2,310.35,310.2,5520,1732779.55,30-OCT-2016,193,INE045A01017,nse
ADSL,EQ,32.7,33.35,32.65,33.1,33,32.5,43119,1428364.8,30-OCT-2016,270,INE102I01027,nse
ADVANIHOTR,EQ,58.5,59.8,58.5,59.05,59.7,58.4,3690,219082.5,30-OCT-2016,22,INE199C01026,nse
ADVENZYMES,EQ,2148.4,2243,2148.4,2230.25,2242,2127.15,189212,417904046.7,30-OCT-2016,10609,INE837H01012,nse
AEGISCHEM,EQ,159,160.5,157.65,158.9,158.25,158.5,80323,12765347.6,30-OCT-2016,675,INE208C01025,nse
AFL,EQ,61.1,62,60.3,61.1,61.05,60.15,4750,289316.6,30-OCT-2016,46,INE020G01017,nse
AGARIND,EQ,310,315,306,311,309.6,308.25,23327,7265255.45,30-OCT-2016,443,INE204E01012,nse
AGCNET,EQ,82,82,81.6,81.75,81.6,81.55,477,39010.7,30-OCT-2016,12,INE676A01019,nse
AGRITECH,EQ,38.1,41.9,38.1,41.15,41.9,40.1,3758,150965.2,30-OCT-2016,41,INE449G01018,nse
AHLEAST,EQ,200,219,200,218,218,206.6,673,146272.05,30-OCT-2016,15,INE926K01017,nse
AHLUCONT,EQ,292.55,299,292.1,292.85,292.1,292.55,1003,297201.7,30-OCT-2016,23,INE758C01029,nse
AHLWEST,EQ,215.1,227,210,226,226,219.45,165,37000.7,30-OCT-2016,18,INE915K01010,nse
AIAENG,EQ,1314,1319.8,1285,1297.5,1286.05,1292.8,6154,8030819.85,30-OCT-2016,657,INE212H01026,nse
AICHAMP,BE,25.2,25.2,25.2,25.2,25.2,25.85,5,126,30-OCT-2016,1,INE768E01024,nse
