SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,exchange
20MICRONS,EQ,37.1,37.1,35.6,35.75,35.9,36.6,35574,1282547.7,12-DEC-2016,181,INE144J01027,nse
3IINFOTECH,EQ,5.95,6,5.7,5.75,5.8,5.9,864146,4993630,12-DEC-2016,440,INE748C01020,nse
3MINDIA,EQ,11100,11100,10780,10798,10780,10980.45,921,10069434.05,12-DEC-2016,390,INE470A01017,nse
8KMILES,EQ,699.55,708.6,685,691,692.05,698.5,17796,12420423.9,12-DEC-2016,1251,INE650K01021,nse
A2ZINFRA,EQ,42.4,42.4,41.1,41.35,41.15,42.1,430323,17887368.15,12-DEC-2016,2356,INE619I01012,nse
AARTIDRUGS,EQ,651.05,662.95,650,655.4,657.5,659.65,5025,3290943.5,12-DEC-2016,389,INE767A01016,nse
AARTIIND,EQ,713.95,717.8,691.15,693.5,692,717.35,17591,12305808.3,12-DEC-2016,735,INE769A01020,nse
AARVEEDEN,EQ,88.5,88.5,82,82.4,82.95,85.3,9920,826388.9,12-DEC-2016,125,INE273D01019,nse
ABAN,EQ,258,265.75,257,261.5,260.4,249.85,4793987,1257354544.35,12-DEC-2016,57905,INE421A01028,nse
ABB,EQ,1047,1054.45,1026.65,1049.25,1050.5,1049.85,8101,8477926.45,12-DEC-2016,1171,INE117A01022,nse
ABBOTINDIA,EQ,4710.05,4772,4701,4736.75,4725,4718.45,569,2695558.25,12-DEC-2016,233,INE358A01014,nse
ABFRL,EQ,140.6,142,139.65,140.55,140.05,140.7,163218,23017370.1,12-DEC-2016,3991,INE647O01011,nse
ABGSHIP,EQ,31.9,32.8,31.65,31.85,31.8,32.15,231534,7451560.15,12-DEC-2016,1514,INE067H01016,nse
ABIRLANUVO,EQ,1270.05,1277.05,1235.4,1249.5,1253,1272.8,140435,175650375.45,12-DEC-2016,4223,INE069A01017,nse
ACC,EQ,1372.5,1375.75,1341.15,1345.9,1345.6,1379.15,174756,236941850.45,12-DEC-2016,11129,INE012A01025,nse
ACCELYA,EQ,1420,1446,1406.55,1440.9,1440,1449.6,643,915630.25,12-DEC-2016,106,INE793A01012,nse
ACE,EQ,49.15,50.4,48.4,49.2,49.15,49.1,209480,10394051.9,12-DEC-2016,864,INE731H01025,nse
ACROPETAL,BZ,1.35,1.35,1.35,1.35,1.35,1.4,5085,6864.75,12-DEC-2016,8,INE055L01013,nse
ADANIENT,EQ,71.1,73,70.55,71.15,71.05,71.4,2305199,165232444.2,12-DEC-2016,11730,INE423A01024,nse
ADANIPORTS,EQ,285,285.45,279.3,281.35,281,285.65,1781321,501630525.05,12-DEC-2016,32335,INE742F01042,nse
ADANIPOWER,EQ,32.05,32.85,31.5,32,32.05,31.8,8088219,260023680.05,12-DEC-2016,14590,INE814H01011,nse
ADANITRANS,EQ,59.1,59.9,56.2,56.75,57,58.9,1168657,67943750.75,12-DEC-2016,7127,INE931S01010,nse
ADFFOODS,EQ,147.8,150.9,144.1,144.9,144.55,148.75,98076,14408165,12-DEC-2016,1774,INE982B01019,nse
ADHUNIK,EQ,7.1,7.35,7.1,7.3,7.3,7.35,18360,133048.35,12-DEC-2016,454,INE400H01019,nse
ADHUNIKIND,EQ,108.5,117.95,106,111.05,111,108.3,29079,3205222.85,12-DEC-2016,297,INE452L01012,nse
ADI,EQ,492.7,529.85,472.5,507.25,506,485.85,23402,12018697.15,12-DEC-2016,1449,INE959A01019,nse
ADLABS,EQ,81,82,77.55,78.05,78,81.45,167723,13303561.1,12-DEC-2016,1594,INE172N01012,nse
ADORWELD,EQ,300,315,300,304.15,303.5,295.4,13278,4075050.4,12-DEC-2016,825,INE045A01017,nse
ADSL,EQ,37,43.85,36.4,42.25,42.8,37,2680771,110777487.55,12-DEC-2016,14102,INE102I01027,nse
ADVANIHOTR,EQ,49.65,49.65,48.75,49.65,49.65,48.95,1010,49274.5,12-DEC-2016,12,INE199C01026,nse
ADVENZYMES,EQ,2185,2221.25,2130,2162.5,2156.9,2160.45,156059,339915973.1,12-DEC-2016,10651,INE837H01012,nse
AEGISCHEM,EQ,150.3,152,143.15,145.5,144.9,150.4,1725886,252253160.9,12-DEC-2016,3315,INE208C01025,nse
AFL,EQ,61.85,62,60.05,61.1,61.95,61.2,4114,250185.05,12-DEC-2016,36,INE020G01017,nse
AGARIND,EQ,370,374,366,369.65,370,371.1,7750,2864066.9,12-DEC-2016,259,INE204E01012,nse
AGCNET,EQ,97.95,98,94,96.2,97.2,95.95,10846,1045158.85,12-DEC-2016,170,INE676A01019,nse
AGRITECH,EQ,34,37.4,34,34.5,35.7,35.7,1273,44957.95,12-DEC-2016,20,INE449G01018,nse
AGROPHOS,SM,19.4,20.3,19,19.1,19.1,19.45,96000,1856400,12-DEC-2016,13,INE740V01019,nse
AHLEAST,EQ,186,192.75,186,186.1,186.1,185.25,328,62170.65,12-DEC-2016,14,INE926K01017,nse
AHLUCONT,EQ,251.5,265,251.5,262.85,265,250.2,22891,5959940.95,12-DEC-2016,312,INE758C01029,nse
AHLWEST,EQ,210,219.5,210,210,210,210.3,550,115828.85,12-DEC-2016,17,INE915K01010,nse
AIAENG,EQ,1280,1280,1259,1267.55,1263.95,1285.4,7544,9560332.75,12-DEC-2016,2070,INE212H01026,nse
AICHAMP,BE,31.6,31.6,31.6,31.6,31.6,30.35,1,31.6,12-DEC-2016,1,INE768E01024,nse
AIFL,EQ,426.95,427,407.35,410.3,408.95,418.5,34708,14266639.85,12-DEC-2016,1150,INE428O01016,nse
AJANTPHARM,EQ,1883,1883,1826,1833.55,1826.05,1872.5,79308,146878361.1,12-DEC-2016,8892,INE031B01049,nse
AJMERA,EQ,144.95,146.15,142.7,143.4,143.8,144.55,28545,4123617.95,12-DEC-2016,630,INE298G01027,nse
AKSHOPTFBR,EQ,25.7,26.3,25.2,25.6,25.6,25.7,3050734,78653212.65,12-DEC-2016,5883,INE523B01011,nse
AKZOINDIA,EQ,1450,1464,1421,1434.3,1447,1453.35,13277,19111622.65,12-DEC-2016,1296,INE133A01011,nse
ALANKIT,EQ,60.75,69.5,59.3,64.95,64.8,59.7,2199997,144113929.35,12-DEC-2016,10461,INE914E01032,nse
ALBERTDAVD,EQ,342,348.95,342,345.5,346.95,345.05,1519,524135.85,12-DEC-2016,72,INE155C01010,nse
ALBK,EQ,70.45,70.7,68.75,69.3,69.35,70.1,2362601,164618618.75,12-DEC-2016,12672,INE428A01015,nse
ALCHEM,EQ,23.8,24.95,23.3,23.85,24.95,24.05,6812,161669.9,12-DEC-2016,76,INE964B01033,nse
ALEMBICLTD,EQ,35.7,36.9,35.7,36.2,36.15,36.2,84802,3084100.2,12-DEC-2016,453,INE426A01027,nse
ALICON,EQ,376.15,376.15,335,354.2,358.05,378.2,33324,11667522.5,12-DEC-2016,1124,INE062D01024,nse
ALKALI,EQ,66.95,68.5,64.8,67.3,67.15,66.85,5818,392365.85,12-DEC-2016,112,INE773I01017,nse
ALKEM,EQ,1668.45,1690,1586.05,1623.95,1626,1675.35,157322,254187007.4,12-DEC-2016,10360,INE540L01014,nse
ALKYLAMINE,EQ,316.05,326.5,316.05,319.05,318.1,319.55,8052,2582317.95,12-DEC-2016,184,INE150B01021,nse
