SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,exchange
20MICRONS,EQ,28.75,30,28,28.4,28.4,27.9,25806,742945.9,10-JUN-2016,345,INE144J01027,nse
3IINFOTECH,EQ,3.95,4.25,3.95,4.05,4.15,3.95,1974452,8089783.7,10-JUN-2016,805,INE748C01020,nse
3MINDIA,EQ,12387,12499.95,12142.8,12193.45,12172,12378.7,506,6205648.95,10-JUN-2016,192,INE470A01017,nse
549,MF,8.5,8.5,8.5,8.5,8.5,8.5,1,8.5,10-JUN-2016,1,INF903J01O26,nse
8KMILES,EQ,1653.15,1660,1636,1644.25,1639.1,1644.85,9928,16349954.4,10-JUN-2016,1095,INE650K01013,nse
A2ZINFRA,EQ,31.25,33.3,30.65,30.85,30.95,31.35,1414060,45349076.55,10-JUN-2016,6208,INE619I01012,nse
AARTIDRUGS,EQ,456.8,461.9,455.1,457.8,456,459.95,6562,3011627.8,10-JUN-2016,274,INE767A01016,nse
AARTIIND,EQ,501.55,503,495.15,498.85,498.5,498.45,11061,5531307.55,10-JUN-2016,601,INE769A01020,nse
AARVEEDEN,EQ,61.4,62.5,60.25,61.5,60.7,59.7,17318,1062194.45,10-JUN-2016,87,INE273D01019,nse
ABAN,EQ,217.4,218.4,210.1,212.85,213,219.2,1342624,288249635.7,10-JUN-2016,16960,INE421A01028,nse
ABB,EQ,1211,1229,1203.5,1207.8,1208,1210.55,58697,71486270.4,10-JUN-2016,6149,INE117A01022,nse
ABBOTINDIA,EQ,4495.5,4495.5,4445,4449.95,4445.5,4472.85,1746,7798949.3,10-JUN-2016,339,INE358A01014,nse
ABFRL,EQ,131.4,133.7,131.1,131.85,131.5,131.35,1710862,225882432.15,10-JUN-2016,6309,INE647O01011,nse
ABGSHIP,EQ,34.75,34.85,32.75,33.1,33.05,34.3,885838,29695888.7,10-JUN-2016,4921,INE067H01016,nse
ABIRLANUVO,EQ,1075,1085.2,1060.9,1063.55,1061,1068.85,239290,257009395.35,10-JUN-2016,15015,INE069A01017,nse
ACC,EQ,1530,1559.95,1530,1555.65,1559.8,1533,683588,1057645310.35,10-JUN-2016,12044,INE012A01025,nse
ACCELYA,EQ,1135.95,1148.9,1101.15,1132.2,1125,1125.3,2735,3090371.95,10-JUN-2016,386,INE793A01012,nse
ACE,EQ,40.55,42.25,37.6,40.25,40.4,40.25,233546,9470104.5,10-JUN-2016,1156,INE731H01025,nse
ACROPETAL,BE,2.15,2.3,2.15,2.3,2.3,2.2,5305,11697.5,10-JUN-2016,6,INE055L01013,nse
ADANIENT,EQ,74.55,75.9,73.9,74.65,74.95,74.7,1524505,114155745.5,10-JUN-2016,5920,INE423A01024,nse
ADANIPORTS,EQ,202.95,205.7,201.5,202.75,203,201.9,1978971,402965476.75,10-JUN-2016,17757,INE742F01042,nse
ADANIPOWER,EQ,29.7,30.3,29.6,29.7,29.7,29.95,4360987,130459682.65,10-JUN-2016,6136,INE814H01011,nse
ADANITRANS,EQ,33.3,33.75,33.1,33.45,33.55,33.35,576188,19279510.65,10-JUN-2016,1934,INE931S01010,nse
ADFFOODS,EQ,84.55,84.75,83.15,83.8,83.5,84.55,21991,1849339.95,10-JUN-2016,235,INE982B01019,nse
