SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,exchange
20MICRONS,EQ,40.3,41.2,39.2,40.75,40.6,39.05,22313,906211,10-JUL-2017,128,INE144J01027,nse
3IINFOTECH,EQ,5.3,5.3,4.4,4.5,4.55,4.45,1309478,5901759.8,10-JUL-2017,398,INE748C01020,nse
3MINDIA,EQ,13999,13999,13414.6,13667.65,13674.85,13688.4,49,669990.45,10-JUL-2017,36,INE470A01017,nse
63MOONS,EQ,64.2,65.5,63.75,64.1,64,64.3,14629,940084.45,10-JUL-2017,145,INE111B01023,nse
8KMILES,EQ,547,565,525.15,548.5,547.95,547,24593,13545183.5,10-JUL-2017,299,INE650K01021,nse
A2ZINFRA,EQ,42.8,43,41.7,42.6,42.9,43.7,194727,8298840,10-JUL-2017,1141,INE619I01012,nse
AARTIDRUGS,EQ,562.6,562.6,542.1,547.9,552,554.95,2036,1115601.45,10-JUL-2017,145,INE767A01016,nse
AARTIIND,EQ,940,944.95,922.05,938.5,937,931.35,14835,13917521.35,10-JUL-2017,298,INE769A01020,nse
AARVEEDEN,EQ,65,66,62.4,63.85,63.55,64.85,2019,129860.85,10-JUL-2017,31,INE273D01019,nse
ABAN,EQ,191.75,191.75,185,189,189.45,190.8,96687,18278226.4,10-JUL-2017,1534,INE421A01028,nse
ABB,EQ,1458,1475,1450,1451.45,1450.5,1458,6354,9240123.3,10-JUL-2017,466,INE117A01022,nse
ABBOTINDIA,EQ,4293.8,4369,4293.8,4350.75,4368,4289.75,1239,5372382.85,10-JUL-2017,143,INE358A01014,nse
ABFRL,EQ,175.8,177.55,175,176.75,176,175.75,53520,9457789.05,10-JUL-2017,951,INE647O01011,nse
ABGSHIP,BZ,14.25,14.95,14.25,14.8,14.95,14.25,14866,219390.05,10-JUL-2017,57,INE067H01016,nse
ABMINTLTD,BE,82,82,79,82,82,82.45,106,8392,10-JUL-2017,3,INE251C01017,nse
ACC,EQ,1615.25,1635,1563.3,1628.1,1628.5,1609.35,58983,95910855,10-JUL-2017,1763,INE012A01025,nse
ACCELYA,EQ,1330,1389,1312.2,1339.05,1340,1339.8,7227,9671047.25,10-JUL-2017,785,INE793A01012,nse
ACCORD,SM,86.4,93.1,77,78.55,77.7,86.4,282000,23236800,10-JUL-2017,136,INE113X01015,nse
ACE,EQ,74.1,77,72.15,73,72.7,73.9,83379,6114987,10-JUL-2017,681,INE731H01025,nse
ADANIENT,EQ,138.9,138.9,131.2,134.85,134.45,134.2,619714,83722137.15,10-JUL-2017,3776,INE423A01024,nse
ADANIPORTS,EQ,382.7,382.7,371.9,374.95,374,371.6,860478,322493143.2,10-JUL-2017,8328,INE742F01042,nse
ADANIPOWER,EQ,30,30,28,29.8,29.7,28.4,3846095,113973589.45,10-JUL-2017,6333,INE814H01011,nse
ADANITRANS,EQ,128.35,129,124,128.5,128,128.6,58548,7483791.45,10-JUL-2017,507,INE931S01010,nse
ADFFOODS,EQ,264.5,284.8,259,260.85,262.1,256.6,13865,3619066.9,10-JUL-2017,346,INE982B01019,nse
ADHUNIK,EQ,5.85,6.1,5.8,5.85,5.8,5.85,3090,18053.85,10-JUL-2017,10,INE400H01019,nse
ADHUNIKIND,EQ,99.5,101.45,97.25,99.55,100.8,98.9,127901,12670657.65,10-JUL-2017,284,INE452L01012,nse
ADLABS,EQ,77.25,77.25,72,75.1,75.2,77.05,131568,9890043.75,10-JUL-2017,790,INE172N01012,nse
ADORWELD,EQ,376.25,379,376.25,376.35,377,377.7,562,211696.35,10-JUL-2017,33,INE045A01017,nse
ADSL,BE,27.2,27.65,27.05,27.4,27.4,26.95,24273,664641.55,10-JUL-2017,88,INE102I01027,nse
ADVANIHOTR,EQ,63.95,63.95,62.85,63,63,63.9,1551,97901.8,10-JUL-2017,32,INE199C01026,nse
ADVENZYMES,EQ,351.6,353.95,314.4,350.5,350.9,351.3,34837,12225923.1,10-JUL-2017,710,INE837H01020,nse
AEGISCHEM,EQ,190,192,183.7,189.25,188.05,189.4,65087,12348079.25,10-JUL-2017,359,INE208C01025,nse
AFL,BE,48.5,50.5,48.5,50.3,50.5,48.1,4397,216844,10-JUL-2017,18,INE020G01017,nse
AGCNET,BE,118.15,118.15,118.1,118.1,118.1,124.25,20,2362.05,10-JUL-2017,2,INE676A01019,nse
AGRITECH,EQ,62,62,57.8,58.55,57.85,60.8,9844,572917.5,10-JUL-2017,101,INE449G01018,nse
AHLEAST,EQ,292,292,290,290.1,290,292.75,1340,388770,10-JUL-2017,7,INE926K01017,nse
AHLUCONT,EQ,339.6,339.6,328,330.65,330,348,8051,2668237.45,10-JUL-2017,252,INE758C01029,nse
AHLWEST,EQ,167.35,167.35,167.35,167.35,167.35,167,1,167.35,10-JUL-2017,1,INE915K01010,nse
AIAENG,EQ,1410,1436.8,1400,1419.5,1417,1417.9,2192,3112569.95,10-JUL-2017,170,INE212H01026,nse
AIFL,EQ,404.95,475,400.3,402.1,401.1,404.6,40755,16442111.6,10-JUL-2017,650,INE428O01016,nse
AIRAN,SM,151,151,151,151,151,154.9,9000,1359e3,10-JUL-2017,3,INE645W01018,nse
AJANTPHARM,EQ,1555.1,1599,1534.95,1537.65,1540,1549,25620,39543405.5,10-JUL-2017,1010,INE031B01049,nse
AJMERA,EQ,222.25,224,221.1,221.75,221.3,222.25,5767,1282420.05,10-JUL-2017,156,INE298G01027,nse
AKASH,SM,83.5,84.8,83.5,84.8,84.8,96.75,3000,251900,10-JUL-2017,3,INE737W01013,nse
AKSHARCHEM,EQ,824,848,824,828.85,827.05,811.2,3082,2567163.45,10-JUL-2017,187,INE542B01011,nse
AKSHOPTFBR,EQ,23.5,23.5,22,22.35,22.4,22.4,550707,12354771.9,10-JUL-2017,1186,INE523B01011,nse
AKZOINDIA,EQ,1825,1830,1815.15,1823.4,1825,1816.6,2057,3751876.85,10-JUL-2017,228,INE133A01011,nse
ALANKIT,BE,35.5,35.75,35,35.5,35.3,34.75,283069,10033884.45,10-JUL-2017,261,INE914E01040,nse
ALBERTDAVD,EQ,327.75,332.5,324,325.05,325,327.1,586,191549.85,10-JUL-2017,17,INE155C01010,nse
ALBK,EQ,70,72.45,63,72.15,71.85,69.6,1282841,92221131.5,10-JUL-2017,4662,INE428A01015,nse
ALCHEM,EQ,17.95,17.95,16.2,16.5,16.4,15.45,10207,168455.25,10-JUL-2017,82,INE964B01033,nse
ALEMBICLTD,EQ,42.5,42.5,41.6,41.9,42,41.85,101425,4264778.15,10-JUL-2017,582,INE426A01027,nse
ALICON,EQ,487,517,487,501.65,500.15,503.35,309,153949.8,10-JUL-2017,18,INE062D01024,nse
ALKALI,EQ,66,66,65.55,65.8,66,66.2,631,41524.55,10-JUL-2017,8,INE773I01017,nse
ALKEM,EQ,1810.5,1848.1,1810.5,1835.95,1833,1821.55,5213,9579874.9,10-JUL-2017,807,INE540L01014,nse
ALKYLAMINE,EQ,385.5,409.7,385.1,403.6,403,397.4,1213,487856.7,10-JUL-2017,56,INE150B01021,nse
ALLCARGO,EQ,171,175,169,169.55,169.9,169.9,52442,8923531.35,10-JUL-2017,606,INE418H01029,nse
ALLSEC,EQ,333,333,321,323.75,321.25,325.2,2181,707411.1,10-JUL-2017,93,INE835G01018,nse
ALMONDZ,EQ,27.1,27.1,23,26.55,26.6,22.65,69275,1809779.55,10-JUL-2017,489,INE326B01027,nse
ALOKTEXT,EQ,2.95,2.95,2.9,2.9,2.9,2.9,1289189,3766183.35,10-JUL-2017,261,INE270A01011,nse
ALPA,BE,30.5,31.5,30.5,30.7,30.7,30.75,2707,84016,10-JUL-2017,17,INE385I01010,nse
ALPHAGEO,EQ,848,859,835,843.65,845,833.55,4388,3712578.9,10-JUL-2017,195,INE137C01018,nse
ALPSINDUS,EQ,6.25,6.45,6.25,6.4,6.4,6.35,6903,44163.85,10-JUL-2017,9,INE093B01015,nse
AMARAJABAT,EQ,866.6,870.55,859,866.35,865.95,859.1,63717,55251164.8,10-JUL-2017,2455,INE885A01032,nse
AMBIKCO,EQ,1345,1363.2,1282,1297,1291.1,1289.2,414,542130.25,10-JUL-2017,123,INE540G01014,nse
AMBUJACEM,EQ,253,255.3,230.75,254.4,254.6,253.45,180006,45419056.5,10-JUL-2017,1775,INE079A01024,nse
AMDIND,EQ,28,28.55,27.5,27.7,28.55,28.3,6568,182142.1,10-JUL-2017,65,INE005I01014,nse
AMRUTANJAN,EQ,688,690,680,684.7,689.95,679.7,1094,751937,10-JUL-2017,72,INE098F01023,nse
AMTEKAUTO,EQ,31.2,32,31.2,31.4,31.35,31.5,257170,8107166.15,10-JUL-2017,772,INE130C01021,nse
ANANDAMRUB,BE,35,35,35,35,35,36,100,3500,10-JUL-2017,1,INE618N01014,nse
ANANTRAJ,EQ,63,63.9,54.8,61.9,61.85,62,259781,16138097.15,10-JUL-2017,998,INE242C01024,nse
ANDHRABANK,EQ,56,57.7,56,57.6,57.6,55.75,816741,46911044.55,10-JUL-2017,2509,INE434A01013,nse
ANDHRACEMT,EQ,10.8,10.8,9.7,9.95,10,10.3,322951,3202883.35,10-JUL-2017,407,INE666E01012,nse
ANDHRSUGAR,EQ,343,346.65,341,343.05,345,343,4951,1700178.05,10-JUL-2017,117,INE715B01013,nse
ANGIND,EQ,8.25,8.4,8,8.2,8.25,8,7139,59274.85,10-JUL-2017,42,INE017D01010,nse
ANKITMETAL,EQ,1.35,1.4,1.35,1.35,1.4,1.4,5581,7779.95,10-JUL-2017,16,INE106I01010,nse
ANSALAPI,EQ,28.1,29.2,28.1,28.65,28.7,28.55,55087,1582655.2,10-JUL-2017,235,INE436A01026,nse
ANSALHSG,EQ,29,29,26.4,28.8,28.6,28.75,7311,207543.15,10-JUL-2017,58,INE880B01015,nse
ANTGRAPHIC,BE,1.7,1.75,1.65,1.75,1.75,1.7,45980,78435.45,10-JUL-2017,18,INE414B01021,nse
APARINDS,EQ,818.4,839,790,805.75,805.1,800.65,4694,3798048.75,10-JUL-2017,256,INE372A01015,nse
APCL,EQ,235.9,240,232,233.7,232,235.8,394,92224.4,10-JUL-2017,12,INE071F01012,nse
APCOTEXIND,EQ,433.15,433.55,425.15,426.85,425.7,432.1,1249,534194.8,10-JUL-2017,64,INE116A01024,nse
APLAPOLLO,EQ,1610,1683,1430.5,1600.6,1598.15,1597.95,3466,5541625.45,10-JUL-2017,172,INE702C01019,nse
APLLTD,EQ,520,524.9,512.3,517.2,517.05,517.4,17902,9241800.65,10-JUL-2017,698,INE901L01018,nse
APOLLOHOSP,EQ,1255,1260,1240.1,1248.85,1250.95,1247.6,48177,60187735.75,10-JUL-2017,2556,INE437A01024,nse
APOLLOTYRE,EQ,260,260,251,257.25,257,258.75,301951,77659751.75,10-JUL-2017,2437,INE438A01022,nse
APOLSINHOT,EQ,850,850,791.1,805.8,845,822.7,25,20321.4,10-JUL-2017,15,INE451F01016,nse
APTECHT,EQ,213,213.4,208.5,209.05,209.4,211.7,80621,16910778.05,10-JUL-2017,610,INE266F01018,nse
ARCHIDPLY,EQ,116.85,116.85,108.5,109.55,109.7,109.8,40243,4449029.95,10-JUL-2017,374,INE877I01016,nse
ARCHIES,EQ,36.55,36.55,32.3,35.8,36,36.65,27818,1003096.1,10-JUL-2017,242,INE731A01020,nse
ARCOTECH,EQ,72.8,82.4,72.8,73.8,74,72.05,82280,6119661.8,10-JUL-2017,679,INE574I01035,nse
ARIES,EQ,152,155.8,149.4,150.15,150.5,150.25,16416,2476148.7,10-JUL-2017,208,INE298I01015,nse
ARIHANTSUP,EQ,202.75,203.95,198.5,199.65,198.65,199.9,209157,41787184.55,10-JUL-2017,1495,INE643K01018,nse
ARMANFIN,EQ,210,229.5,200.05,208.6,208,207.2,1146,238187.35,10-JUL-2017,43,INE109C01017,nse
AROGRANITE,EQ,75.7,77.5,74.25,75.8,75.5,75.95,9237,697624.05,10-JUL-2017,76,INE210C01013,nse
ARROWGREEN,EQ,553,564.95,549.05,556.8,557,558.4,4137,2312107.75,10-JUL-2017,150,INE570D01018,nse
ARROWTEX,EQ,50.9,50.9,37.6,46.25,46.35,45.85,3155,143625.9,10-JUL-2017,38,INE933J01015,nse
ARSHIYA,EQ,64.15,71.85,64.15,68.35,68.65,65.35,37136,2533212.15,10-JUL-2017,293,INE968D01022,nse
ARSSINFRA,EQ,70,70,55.55,67.3,67.35,68.75,50907,3420261.9,10-JUL-2017,588,INE267I01010,nse
ARVIND,EQ,390,390,369.2,371.85,371.35,369.8,102204,37942832,10-JUL-2017,1197,INE034A01011,nse
ARVSMART,EQ,137.75,140.9,135,140,139.5,137,12678,1772157.6,10-JUL-2017,167,INE034S01021,nse
ASAHIINDIA,EQ,250.05,255,249.95,253.65,251.15,252.35,2759,697566.3,10-JUL-2017,116,INE439A01020,nse
ASAHISONG,EQ,293,298.95,290.4,295.65,294,294.85,2421,718187.25,10-JUL-2017,71,INE228I01012,nse
ASAL,EQ,78.4,78.4,76.8,76.9,76.8,78.45,848,65291.3,10-JUL-2017,15,INE900C01027,nse
ASHAPURMIN,EQ,61.5,61.5,58.1,59.45,59,59.05,5759,341905.25,10-JUL-2017,105,INE348A01023,nse
ASHIANA,EQ,198.7,198.7,194,196.8,198,198.6,8695,1708009.15,10-JUL-2017,292,INE365D01021,nse
ASHIMASYN,EQ,20.15,21.3,20,20.45,20.25,20.35,161048,3294687.4,10-JUL-2017,448,INE440A01010,nse
ASHOKA,EQ,191.65,191.65,186,188.45,188.2,190,4308,812754.95,10-JUL-2017,152,INE442H01029,nse
ASHOKLEY,EQ,107,107,100,105.15,105.4,103.9,2496489,261973356.45,10-JUL-2017,10108,INE208A01029,nse
