SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,exchange
20MICRONS,EQ,31.2,33.8,31,32.75,32.65,33.5,62719,2043154,14-JAN-2016,552,INE144J01027,nse
3IINFOTECH,EQ,5.15,5.4,4.95,5.05,5.1,5.3,4478605,22952597.4,14-JAN-2016,1858,INE748C01020,nse
3MINDIA,EQ,10450,10600,10390,10403.9,10390,10514.3,436,4567902.7,14-JAN-2016,207,INE470A01017,nse
8KMILES,EQ,2430,2550,2301,2478.3,2477,2483.7,183001,452688986.6,14-JAN-2016,17934,INE650K01013,nse
A2ZINFRA,EQ,24.4,26.15,24.2,24.85,24.75,26.15,306432,7735965.75,14-JAN-2016,1917,INE619I01012,nse
AARTIDRUGS,EQ,543.65,552.25,535,547.2,545,557.9,7201,3913791.3,14-JAN-2016,1039,INE767A01016,nse
AARTIIND,EQ,502,506.9,488,502.65,503,505.1,28946,14484355.65,14-JAN-2016,2076,INE769A01020,nse
AARVEEDEN,EQ,57.8,60.6,55,56.95,56.35,59.3,3297,190247.85,14-JAN-2016,43,INE273D01019,nse
ABAN,EQ,197.8,202.7,194,195.9,195.5,201.9,951674,188186609.7,14-JAN-2016,17485,INE421A01028,nse
ABB,EQ,1015,1030,1001,1013.6,1014,1019.85,26224,26647216.2,14-JAN-2016,3048,INE117A01022,nse
ABBOTINDIA,EQ,5450,5450.05,5340.1,5360,5350,5443.8,2482,13346646.65,14-JAN-2016,1236,INE358A01014,nse
ABGSHIP,EQ,62.5,63.3,60.5,61.65,61.6,63.35,181904,11258517.8,14-JAN-2016,1753,INE067H01016,nse
ABIRLANUVO,EQ,2148,2148,2040,2053.75,2046,2179.8,670379,1396203156.9,14-JAN-2016,45383,INE069A01017,nse
ACC,EQ,1270,1277.7,1259.1,1269.05,1270,1281.95,124027,157323984.45,14-JAN-2016,5471,INE012A01025,nse
ACCELYA,EQ,942,942,925,929,929,941.05,1833,1706825.6,14-JAN-2016,145,INE793A01012,nse
ACE,EQ,42,44,40.8,41.7,42.3,42.75,178634,7520218.1,14-JAN-2016,1052,INE731H01025,nse
ACROPETAL,EQ,3.1,3.65,3.1,3.6,3.55,3.65,24392,84986.5,14-JAN-2016,61,INE055L01013,nse
ADANIENT,EQ,78.95,81,77.35,77.8,77.4,80.85,4641059,366660476.1,14-JAN-2016,19533,INE423A01024,nse
ADANIPORTS,EQ,227,232.95,224.7,227.8,227.25,230.2,2802513,639771194.6,14-JAN-2016,45501,INE742F01042,nse
ADANIPOWER,EQ,31.3,32.45,30.9,31.2,31.15,32.25,6488521,204354301.75,14-JAN-2016,8667,INE814H01011,nse
ADANITRANS,EQ,34.45,36.65,34.25,35.75,35.95,35.55,1464282,51996072.7,14-JAN-2016,4703,INE931S01010,nse
ADFFOODS,EQ,84.95,88.85,79.45,87.7,88.45,87.3,59573,5131851,14-JAN-2016,971,INE982B01019,nse
ADHUNIK,EQ,14.2,14.8,14.1,14.7,14.75,14.65,61717,894836.2,14-JAN-2016,216,INE400H01019,nse
ADI,EQ,243,248.4,241,243.5,245,249,5186,1260463.6,14-JAN-2016,128,INE959A01019,nse
ADLABS,EQ,130.5,132.05,126,130.65,130.8,132.8,58535,7616547.6,14-JAN-2016,1426,INE172N01012,nse
ADORWELD,EQ,298.15,298.15,280,284.4,283,298.15,10335,2975665.6,14-JAN-2016,452,INE045A01017,nse
ADSL,EQ,47.5,48.85,45.4,47.25,47.1,49.15,476498,22543015.55,14-JAN-2016,3172,INE102I01027,nse
ADVANIHOTR,EQ,51.95,51.95,47,49.45,49.45,49.75,1431,71375.15,14-JAN-2016,29,INE199C01026,nse
ADVANTA,EQ,410.45,415.75,402.05,408.25,409.8,418.75,14543,5923746,14-JAN-2016,2748,INE517H01028,nse
AEGISCHEM,EQ,90,96.5,87.15,94.95,94.95,93.25,261507,24420693.2,14-JAN-2016,2285,INE208C01025,nse
AFL,EQ,79,82,75.1,77.75,77.05,80.8,12223,968602.05,14-JAN-2016,191,INE020G01017,nse
AGARIND,EQ,161,165.8,158.5,160.25,160.1,161.9,32047,5185377.1,14-JAN-2016,275,INE204E01012,nse
AGCNET,EQ,90,90.5,87.35,89.6,87.6,89.75,4965,441642.6,14-JAN-2016,81,INE676A01019,nse
