SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,exchange
20MICRONS,EQ,36.6,38.45,36.6,37.45,37.15,37.25,60916,2285757.7,28-SEP-2017,363,INE144J01027,nse
3IINFOTECH,EQ,3.9,3.9,3.8,3.85,3.8,3.8,767808,2947823.5,28-SEP-2017,295,INE748C01020,nse
3MINDIA,EQ,14401.05,14499,14365,14467.85,14484.9,14354.25,571,8264466.9,28-SEP-2017,131,INE470A01017,nse
63MOONS,EQ,75.95,79.8,74,77.8,77.75,75,397216,30719847.8,28-SEP-2017,3982,INE111B01023,nse
8KMILES,EQ,370,383,366.6,377.05,377.35,369.5,111011,41445230.05,28-SEP-2017,2401,INE650K01021,nse
A2ZINFRA,EQ,36.2,36.8,35.95,36.2,36.45,36,1424532,51815106.75,28-SEP-2017,4833,INE619I01012,nse
AARTIDRUGS,EQ,507,525.6,507,518.9,520,510.3,5570,2894179.8,28-SEP-2017,317,INE767A01016,nse
AARTIIND,EQ,875.2,904,875.2,881.15,890.8,875.2,27066,23941317.15,28-SEP-2017,1916,INE769A01020,nse
AARVEEDEN,BE,42.5,44.5,41.7,43.6,44,42.7,36016,1563746.05,28-SEP-2017,170,INE273D01019,nse
ABAN,EQ,182.7,186,180.15,182.9,182.9,181.85,763267,139951277.25,28-SEP-2017,9585,INE421A01028,nse
ABB,EQ,1440.05,1440.05,1402,1408.7,1402.5,1440.05,36599,51749941.3,28-SEP-2017,6329,INE117A01022,nse
ABBOTINDIA,EQ,4161.05,4180,4100,4136.35,4180,4135.2,5538,22839413.2,28-SEP-2017,199,INE358A01014,nse
ABCAPITAL,EQ,181.9,182.5,173.5,175.9,176,180.45,6803935,1207961907.55,28-SEP-2017,82130,INE674K01013,nse
ABFRL,EQ,153,159.6,152,157.25,157.65,153.05,254693,39903252.25,28-SEP-2017,8036,INE647O01011,nse
ABGSHIP,BZ,10.6,10.9,10.45,10.65,10.75,10.55,6747,71399.15,28-SEP-2017,32,INE067H01016,nse
ABMINTLTD,BE,45.15,45.15,45.15,45.15,45.15,45.3,30,1354.5,28-SEP-2017,1,INE251C01017,nse
ACC,EQ,1596,1669.5,1590.05,1645.85,1648.2,1589.75,1985462,3261504791.95,28-SEP-2017,48761,INE012A01025,nse
ACCELYA,EQ,1465.1,1465.1,1421.25,1431.25,1425.9,1480.8,3108,4480488.9,28-SEP-2017,600,INE793A01012,nse
ACCORD,SM,53,53,53,53,53,50.3,2000,106e3,28-SEP-2017,1,INE113X01015,nse
ACE,EQ,62,65.5,62,64.45,64.05,62.15,210406,13469777.9,28-SEP-2017,1159,INE731H01025,nse
ACEINTEG,SM,30.35,30.35,30.35,30.35,30.35,30.05,3000,91050,28-SEP-2017,1,INE543V01017,nse
ADANIENT,EQ,114.8,116.75,113.4,115.3,115.05,114.25,3251061,374862575.4,28-SEP-2017,11993,INE423A01024,nse
ADANIPORTS,EQ,372.55,375,363.7,372.05,370.95,372.55,3785886,1406509410.3,28-SEP-2017,75652,INE742F01042,nse
ADANIPOWER,EQ,29.25,30.1,28.8,29.3,29.35,29.1,10524208,310380896.5,28-SEP-2017,13015,INE814H01011,nse
ADANITRANS,EQ,136.4,148.85,130.5,146.8,146.25,135.5,1757522,252667777.85,28-SEP-2017,23205,INE931S01010,nse
ADFFOODS,EQ,238.5,246.65,237.8,242.75,243.9,237,313395,75938667.45,28-SEP-2017,4513,INE982B01019,nse
ADHUNIK,EQ,4.15,4.25,4.1,4.15,4.1,4.15,43736,184100.4,28-SEP-2017,586,INE400H01019,nse
ADHUNIKIND,EQ,46.2,46.2,46.2,46.2,46.2,51.3,1049,48463.8,28-SEP-2017,31,INE452L01012,nse
ADLABS,EQ,65.25,67.7,65.25,65.75,65.85,65.25,185943,12286602.3,28-SEP-2017,1809,INE172N01012,nse
ADORWELD,EQ,430.4,443.7,423.55,427.85,427.05,427.35,21339,9230081.5,28-SEP-2017,957,INE045A01017,nse
ADSL,EQ,19.9,20.45,19.5,19.6,19.9,19.9,28931,572910.3,28-SEP-2017,110,INE102I01027,nse
ADVANIHOTR,EQ,55.65,57,53.6,53.85,53.7,55.55,13245,728207.2,28-SEP-2017,145,INE199C01026,nse
ADVENZYMES,EQ,252.8,252.8,246,248.6,248.95,249.95,119067,29568328.25,28-SEP-2017,2952,INE837H01020,nse
AEGISCHEM,EQ,220,234.4,215.05,231.45,230.55,221.5,312341,71114513.55,28-SEP-2017,5830,INE208C01025,nse
AGARIND,BE,521.05,530,520,530,530,541.05,1348,701462.1,28-SEP-2017,12,INE204E01012,nse
AGCNET,EQ,109.9,113.45,105.15,112.7,113.45,108.45,839,90955.95,28-SEP-2017,47,INE676A01019,nse
AGLSL,EQ,125.4,127.4,121.45,125.3,125.5,120.55,957,118446.4,28-SEP-2017,41,INE517U01013,nse
AGRITECH,EQ,92.85,95.95,92,93.5,93,96.7,16863,1582202,28-SEP-2017,349,INE449G01018,nse
AHLEAST,EQ,274.85,274.85,263.6,265.05,268.8,265.2,3036,806603.4,28-SEP-2017,44,INE926K01017,nse
AHLUCONT,EQ,293.15,321.95,293.15,312.35,312.05,300.9,79407,24997803.9,28-SEP-2017,1658,INE758C01029,nse
AHLWEST,EQ,170,172,166,166.95,167,166.95,3197,534555.15,28-SEP-2017,59,INE915K01010,nse
AIAENG,EQ,1340.4,1346.15,1325,1329.9,1326.7,1343.9,8731,11635262.4,28-SEP-2017,545,INE212H01026,nse
AICHAMP,BE,28.9,28.9,28.9,28.9,28.9,27.55,1,28.9,28-SEP-2017,1,INE768E01024,nse
AIFL,EQ,507.75,523,500.1,510.85,507.5,501.45,121488,62609894.5,28-SEP-2017,2615,INE428O01016,nse
AIRAN,SM,195,195.3,195,195,195,196.5,3000,585300,28-SEP-2017,3,INE645W01018,nse
AJANTPHARM,EQ,1145.15,1155,1120.05,1141.3,1135,1145.3,304838,346292251.85,28-SEP-2017,12938,INE031B01049,nse
AJMERA,EQ,214.9,214.9,201,208.85,209.9,211.05,114139,23735871.7,28-SEP-2017,2999,INE298G01027,nse
AKASH,SM,76,84.5,75.25,78,78,81.8,11000,861850,28-SEP-2017,8,INE737W01013,nse
AKSHARCHEM,EQ,732,752.25,720,735.85,732.8,732,8223,6048260.45,28-SEP-2017,591,INE542B01011,nse
AKSHOPTFBR,EQ,22.65,23.2,22.1,22.85,22.9,22.6,1034933,23588130.75,28-SEP-2017,2515,INE523B01011,nse
AKZOINDIA,EQ,1779.1,1895,1752,1859.45,1881.15,1791.85,28394,52457715.65,28-SEP-2017,2273,INE133A01011,nse
ALANKIT,EQ,32.65,32.65,31.6,31.95,32,32.25,1950039,62576755.15,28-SEP-2017,840,INE914E01040,nse
ALBERTDAVD,EQ,277,285,277,277.65,277,278.5,5475,1540184.85,28-SEP-2017,149,INE155C01010,nse
ALBK,EQ,66,67,65.75,66.45,66.3,65.8,2190530,145447760.3,28-SEP-2017,7811,INE428A01015,nse
ALCHEM,EQ,12.5,12.5,10.55,11.4,11.35,12.1,104516,1192456.75,28-SEP-2017,401,INE964B01033,nse
ALEMBICLTD,EQ,38.4,38.75,37.6,38.05,38.05,38.1,328750,12532872.75,28-SEP-2017,1324,INE426A01027,nse
ALICON,EQ,525,540,520,534.7,540,521.2,2970,1582758.5,28-SEP-2017,167,INE062D01024,nse
ALKALI,BE,71.1,74.1,68.5,72.6,73,71.95,8698,622149.65,28-SEP-2017,84,INE773I01017,nse
ALKEM,EQ,1846,1884.95,1840,1864.95,1858.6,1845.9,24342,45193627.3,28-SEP-2017,4164,INE540L01014,nse
ALKYLAMINE,EQ,425.05,432.3,419.25,429.15,428.5,426.8,5528,2361177.45,28-SEP-2017,181,INE150B01021,nse
ALLCARGO,EQ,170.55,173.9,167.55,169.3,169,171.75,400750,68855178.25,28-SEP-2017,1005,INE418H01029,nse
ALLSEC,EQ,347.25,365.8,347.2,363.75,365.5,353.8,9457,3391650.1,28-SEP-2017,315,INE835G01018,nse
