SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,exchange
20MICRONS,EQ,36.5,39.3,35.8,36.2,36.25,36.55,235040,8856977.65,12-JAN-2016,1069,INE144J01027,nse
3IINFOTECH,EQ,5.75,5.8,5.4,5.75,5.7,5.65,7356102,41666853.8,12-JAN-2016,2341,INE748C01020,nse
3MINDIA,EQ,10615,10769.45,10485,10657.05,10749,10653.95,458,4850861.6,12-JAN-2016,225,INE470A01017,nse
8KMILES,EQ,2370,2375,2086.1,2145.55,2150,2356.7,72761,160842425.6,12-JAN-2016,8240,INE650K01013,nse
A2ZINFRA,EQ,27.3,29.5,26.5,27.4,27.3,26.65,821627,23132636.75,12-JAN-2016,4297,INE619I01012,nse
AARTIDRUGS,EQ,568,568,559.95,560.5,560,560,11565,6491128.35,12-JAN-2016,792,INE767A01016,nse
AARTIIND,EQ,514,516,507,514.95,515,508.8,34336,17563379.2,12-JAN-2016,2343,INE769A01020,nse
AARVEEDEN,EQ,64.75,64.8,61.5,61.9,62.45,63.75,3971,248396.1,12-JAN-2016,71,INE273D01019,nse
ABAN,EQ,212,215.6,206.4,208.35,208.25,213.05,801866,168701088.65,12-JAN-2016,13188,INE421A01028,nse
ABB,EQ,1017.45,1045,1012.3,1026.35,1026.3,1006.85,42450,43799602.7,12-JAN-2016,4945,INE117A01022,nse
ABBOTINDIA,EQ,5778.9,5778.9,5505,5537.1,5575,5646.35,1012,5647988.85,12-JAN-2016,314,INE358A01014,nse
ABCIL,EQ,227.15,228.15,221.05,222.55,222,228,6564,1473198.7,12-JAN-2016,287,INE605B01016,nse
ABGSHIP,EQ,66.25,67,64.75,65.1,65.45,65.55,205114,13477796.5,12-JAN-2016,1564,INE067H01016,nse
ABIRLANUVO,EQ,2264.9,2275,2154.5,2178.35,2183,2246.65,337824,742059956.95,12-JAN-2016,25195,INE069A01017,nse
ACC,EQ,1295.25,1301,1275,1280.4,1280.1,1297.55,105930,135949062.8,12-JAN-2016,6342,INE012A01025,nse
ACCELYA,EQ,934.95,946,930.05,943.65,946,934.8,3383,3178183.25,12-JAN-2016,236,INE793A01012,nse
ACE,EQ,45.7,46.85,44.6,44.7,44.95,45.2,219071,9935457,12-JAN-2016,1069,INE731H01025,nse
ACROPETAL,EQ,4,4.1,3.8,3.95,4,4.1,47118,186148.3,12-JAN-2016,75,INE055L01013,nse
ADANIENT,EQ,82.35,83.75,79.5,80.8,80.25,82.35,3916491,319417987.9,12-JAN-2016,15350,INE423A01024,nse
ADANIPORTS,EQ,234.2,240.5,234.1,236.6,237.25,234.05,3544439,839860839.6,12-JAN-2016,46070,INE742F01042,nse
ADANIPOWER,EQ,33.4,34.05,32.4,33,32.85,33.3,6045112,201051864.2,12-JAN-2016,9870,INE814H01011,nse
ADANITRANS,EQ,37.4,37.65,36.1,36.3,36.5,37.3,1124985,41293780.25,12-JAN-2016,3654,INE931S01010,nse
ADFFOODS,EQ,91.15,91.55,88.2,88.65,88.55,90.1,34237,3071516.5,12-JAN-2016,461,INE982B01019,nse
ADHUNIK,EQ,15.25,15.8,14.85,14.95,14.85,15.3,62389,946454.25,12-JAN-2016,626,INE400H01019,nse
ADI,EQ,251.9,258,251.6,254.55,255,248.1,7877,1997417.75,12-JAN-2016,194,INE959A01019,nse
ADLABS,EQ,134.7,138.05,132,133.85,134.45,134.5,68729,9273514.55,12-JAN-2016,1354,INE172N01012,nse
ADORWELD,EQ,308,319.95,303.9,308.7,310.5,306.3,6373,1989415.1,12-JAN-2016,601,INE045A01017,nse
ADSL,EQ,54.75,55.25,50.6,51.3,51.9,54.3,592202,31166205.35,12-JAN-2016,2768,INE102I01027,nse
ADVANIHOTR,EQ,54,54.7,50.05,50.05,50.05,50.85,3328,166857.55,12-JAN-2016,45,INE199C01026,nse
ADVANTA,EQ,443.95,448.95,430.45,432.5,431.1,441.8,13376,5864199.7,12-JAN-2016,2460,INE517H01028,nse
AEGISCHEM,EQ,102,103.4,99.85,100.3,100.5,102,160361,16209450.15,12-JAN-2016,1363,INE208C01025,nse
AFL,EQ,83.5,85,80.5,83.95,84,84.25,18845,1567998.9,12-JAN-2016,308,INE020G01017,nse
AGARIND,EQ,178.5,178.5,158.6,166.15,166.7,175.95,76509,12985575.6,12-JAN-2016,1838,INE204E01012,nse
AGCNET,EQ,92.65,95.7,91.5,92,92,93.05,3040,281168.1,12-JAN-2016,36,INE676A01019,nse
AGRITECH,BE,8.85,8.85,8.85,8.85,8.85,8.45,1642,14531.7,12-JAN-2016,6,INE449G01018,nse
AGRODUTCH,EQ,4.05,4.15,4,4,4,4.1,22424,90553.6,12-JAN-2016,28,INE135B01014,nse
AHLEAST,EQ,167,167,162.5,163,163,165.25,1616,269809.8,12-JAN-2016,18,INE926K01017,nse
AHLUCONT,EQ,279.65,287.75,275,281.1,281.5,275.4,434033,122501229.8,12-JAN-2016,5395,INE758C01029,nse
AHLWEST,EQ,144,144,132,135.9,138.5,130.15,321,43290.5,12-JAN-2016,7,INE915K01010,nse
AIAENG,EQ,822,824,800,801.7,801,813.95,149136,119893610.7,12-JAN-2016,4412,INE212H01026,nse
AIFL,EQ,313.4,323.5,297,299.5,299,311.45,139979,43546743.1,12-JAN-2016,2013,INE428O01016,nse
AIL,EQ,670,674.05,651,654,655,674.05,7175,4755596.85,12-JAN-2016,567,INE878A01011,nse
AJANTPHARM,EQ,1279,1280,1236.5,1262.8,1265,1267.4,118358,149320901.25,12-JAN-2016,7330,INE031B01049,nse
AJMERA,EQ,171.75,178.5,171.25,175.5,175.8,172.1,163397,28561864.1,12-JAN-2016,4056,INE298G01027,nse
AKSHOPTFBR,EQ,17.5,17.65,17,17.05,17.1,17.45,1546580,26624644.9,12-JAN-2016,3489,INE523B01011,nse
AKZOINDIA,EQ,1385.65,1385.65,1343.6,1355.65,1353,1368.3,3417,4638050.85,12-JAN-2016,420,INE133A01011,nse
ALANKIT,EQ,67,73.9,65.85,71.75,71.2,65.95,957563,67442924.6,12-JAN-2016,3672,INE914E01032,nse
ALBK,EQ,63.9,64.4,61,61.3,61.6,63.7,1670188,103704083.35,12-JAN-2016,10628,INE428A01015,nse
ALCHEM,EQ,28.65,29.5,28.1,28.7,28.6,28.7,11665,336728.3,12-JAN-2016,89,INE964B01033,nse
ALEMBICLTD,EQ,48.35,49.2,47.05,47.2,47.2,48.05,508537,24425247.15,12-JAN-2016,2315,INE426A01027,nse
ALICON,EQ,351.7,351.7,325.1,328.9,328.05,341.9,7501,2494613.9,12-JAN-2016,319,INE062D01024,nse
ALKALI,EQ,64.9,66.7,63.6,63.85,64,64.2,9860,634701.65,12-JAN-2016,169,INE773I01017,nse
ALKEM,EQ,1481,1492,1465,1474.3,1467.15,1475.7,143904,212491405.9,12-JAN-2016,5819,INE540L01014,nse
ALKYLAMINE,EQ,347,361,345.05,350.45,350.6,347.3,10670,3758596.1,12-JAN-2016,285,INE150B01021,nse
ALLCARGO,EQ,183.85,186.4,176.35,184.3,185.1,181.85,109491,20082128.7,12-JAN-2016,2891,INE418H01029,nse
ALLSEC,EQ,132.2,141.3,131.9,133.5,136,134.6,43585,6012358.35,12-JAN-2016,824,INE835G01018,nse
ALMONDZ,EQ,13.9,13.9,12.55,12.6,12.55,13,2593,34101.05,12-JAN-2016,30,INE326B01027,nse
ALOKTEXT,EQ,6.35,6.4,6.05,6.15,6.2,6.3,3686478,22943118.65,12-JAN-2016,1337,INE270A01011,nse
ALPA,BE,76.9,77.9,71.35,77.9,77.1,74.2,72695,5642124.75,12-JAN-2016,462,INE385I01010,nse
ALPHAGEO,EQ,495,514.5,481.6,488.45,490,501,10793,5331868.55,12-JAN-2016,662,INE137C01018,nse
ALPSINDUS,EQ,8.45,8.45,8.45,8.45,8.45,8.05,21696,183331.2,12-JAN-2016,30,INE093B01015,nse
ALSTOMT&D,EQ,451,451.1,433.2,440.2,440,450,30077,13224567.05,12-JAN-2016,2482,INE200A01026,nse
AMARAJABAT,EQ,841.85,851.8,831.85,834.8,833,841.25,124804,105101840.85,12-JAN-2016,5633,INE885A01032,nse
AMBIKCO,EQ,866,899,862,891.1,897.45,864.4,11027,9711009.9,12-JAN-2016,935,INE540G01014,nse
AMBUJACEM,EQ,198.4,199.2,194.2,195.2,196.05,197.95,1601848,313234981.9,12-JAN-2016,13978,INE079A01024,nse
AMDIND,EQ,34.5,35.65,33,33.4,33.05,33.85,40869,1408581.3,12-JAN-2016,411,INE005I01014,nse
AMRUTANJAN,EQ,463.05,472.4,453.8,455.75,456.5,462.45,10363,4778242.65,12-JAN-2016,851,INE098F01023,nse
AMTEKAUTO,EQ,45.85,46.65,44.9,45.3,45.15,45.45,1692605,77463930.05,12-JAN-2016,6092,INE130C01021,nse
AMTL,EQ,32,32.25,30.25,30.8,30.9,31.75,11695,361269.45,12-JAN-2016,50,INE436N01029,nse
ANANDAMRUB,EQ,28.9,28.9,27,27,27,27.6,925,25553.85,12-JAN-2016,4,INE618N01014,nse
ANANTRAJ,EQ,42.55,43.05,40.2,40.55,40.9,42.55,812622,33627766.9,12-JAN-2016,3372,INE242C01024,nse
ANDHRABANK,EQ,60.3,60.75,59,59.2,59.05,60.5,1223871,73111468.9,12-JAN-2016,10844,INE434A01013,nse
ANDHRACEMT,EQ,10.75,11,9.95,10.15,10.1,10.65,720587,7540601,12-JAN-2016,1719,INE666E01012,nse
ANDHRSUGAR,EQ,150,152.9,143.25,143.75,143.3,150.9,49187,7219322.45,12-JAN-2016,1110,INE715B01013,nse
ANGIND,EQ,51.85,54.8,50.1,53.95,54.5,51.05,320052,17048227,12-JAN-2016,2306,INE017D01010,nse
ANIKINDS,BE,34.4,34.4,32.85,33,33,32.8,8387,278751.05,12-JAN-2016,105,INE087B01017,nse
ANKITMETAL,EQ,3.1,3.2,2.85,2.85,2.85,3.15,761038,2230022.45,12-JAN-2016,586,INE106I01010,nse
ANSALAPI,EQ,23.7,24.2,22.7,22.95,22.95,23.45,126421,2949954,12-JAN-2016,1666,INE436A01026,nse
ANSALHSG,EQ,29.7,29.7,25.9,26.4,26.65,26.9,39648,1072167.85,12-JAN-2016,217,INE880B01015,nse
ANTGRAPHIC,BE,0.75,0.75,0.65,0.75,0.7,0.7,120079,85371.7,12-JAN-2016,74,INE414B01021,nse
APARINDS,EQ,512.15,517.95,502,504.35,502,515.2,12187,6212343.95,12-JAN-2016,678,INE372A01015,nse
APCOTEXIND,EQ,228.6,231.05,225,225.65,226.2,228.6,4687,1062786.35,12-JAN-2016,192,INE116A01024,nse
APLAPOLLO,EQ,788,823.6,778,793.3,788,774.6,132499,106343875.75,12-JAN-2016,7763,INE702C01019,nse
APLLTD,EQ,660.25,684.8,660.25,680.95,684,662.25,144779,98049915.15,12-JAN-2016,10317,INE901L01018,nse
APOLLOHOSP,EQ,1360.35,1373.4,1351,1361.45,1360.15,1360.85,117095,159471805.55,12-JAN-2016,10631,INE437A01024,nse
APOLLOTYRE,EQ,148.9,151.3,145.8,149.1,149.5,148,1597678,237986662.9,12-JAN-2016,11772,INE438A01022,nse
APOLSINHOT,BE,232.8,256.8,232.8,256.8,256.8,244.8,6,1460.2,12-JAN-2016,6,INE451F01016,nse
APTECHT,EQ,71.55,73.3,68.7,69.4,69.7,71.05,1060487,75293639.8,12-JAN-2016,7121,INE266F01018,nse
ARCHIDPLY,EQ,56.5,56.6,53.6,53.9,54.4,55.7,37088,2036755.8,12-JAN-2016,456,INE877I01016,nse
ARCHIES,EQ,28.95,29.55,28.1,28.35,28.15,28.9,121159,3479073.25,12-JAN-2016,611,INE731A01020,nse
ARCOTECH,EQ,347,347,330,332.4,332.4,342.15,86071,29364200.2,12-JAN-2016,2899,INE574I01027,nse
ARIES,EQ,95.2,96.5,95.15,95.55,95.85,95.3,11646,1117679.6,12-JAN-2016,202,INE298I01015,nse
ARIHANT,EQ,50,50,50,50,50,50.5,125,6250,12-JAN-2016,2,INE413D01011,nse
AROGRANITE,EQ,63,63.2,59.4,60.15,59.6,62.1,8797,540335.45,12-JAN-2016,86,INE210C01013,nse
ARROWCOAT,EQ,806,808,765,769.25,765,788.5,13177,10345051.2,12-JAN-2016,1726,INE570D01018,nse
ARROWTEX,EQ,48.35,51.85,46.9,50.75,51.85,47.15,1047488,52077604.75,12-JAN-2016,5445,INE933J01015,nse
ARSHIYA,EQ,46.45,47.8,43.7,44.1,44.05,45.7,192780,8756840.9,12-JAN-2016,1278,INE968D01022,nse
ARSSINFRA,EQ,49.25,50.9,47.65,48.8,48.75,48.25,252237,12438429.85,12-JAN-2016,2628,INE267I01010,nse
ARVIND,EQ,344.5,347,333.5,338.2,339.7,342.35,1196167,405468089.95,12-JAN-2016,22231,INE034A01011,nse
ARVINFRA,EQ,123.45,125.35,120.6,125.35,125.35,119.4,356988,44554595.45,12-JAN-2016,2611,INE034S01021,nse
ASAHIINDIA,EQ,164.35,166.9,163.05,164.05,164,164.45,48774,8038810.05,12-JAN-2016,624,INE439A01020,nse
ASAHISONG,EQ,169.5,169.5,160.7,162.3,163.95,165.5,7916,1292218.95,12-JAN-2016,250,INE228I01012,nse
ASAL,EQ,43.65,45,42.15,42.85,42.25,41.8,2413,105851.7,12-JAN-2016,56,INE900C01027,nse
ASHAPURMIN,EQ,92.65,93,74.3,79.25,81,92.1,1122166,92891913.45,12-JAN-2016,8564,INE348A01023,nse
ASHIANA,EQ,158.45,158.5,154,155.4,155,155.75,14253,2216620.35,12-JAN-2016,292,INE365D01021,nse
ASHIMASYN,EQ,18.75,19.2,17.15,17.75,17.7,18.8,169927,3061577.75,12-JAN-2016,713,INE440A01010,nse
ASHOKA,EQ,190,192.1,186,188.1,188.35,189.65,38616,7299354.75,12-JAN-2016,896,INE442H01029,nse
ASHOKLEY,EQ,93.35,93.95,91.2,92.1,92.05,92.4,6568778,608351012.8,12-JAN-2016,28145,INE208A01029,nse
ASIANHOTNR,EQ,133.95,134.45,130.85,130.85,130.85,130.2,338,44836.8,12-JAN-2016,20,INE363A01022,nse
ASIANPAINT,EQ,882,885.5,870.2,872.9,872.4,873.85,998419,873124973.85,12-JAN-2016,41484,INE021A01026,nse
ASIANTILES,EQ,177,179.5,171,176.7,176.5,175.55,53185,9382305.7,12-JAN-2016,1247,INE022I01019,nse
ASSAMCO,EQ,6.7,6.9,6.25,6.4,6.35,6.75,1410480,9258015.45,12-JAN-2016,2764,INE442A01024,nse
ASTEC,EQ,239.9,240.4,230,231.55,230,233.3,22036,5171159.65,12-JAN-2016,858,INE563J01010,nse
ASTRAL,EQ,430.1,431.2,425.5,427,425.5,430.05,16657,7132965.85,12-JAN-2016,240,INE006I01046,nse
