SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN,exchange
20MICRONS,EQ,33.35,33.35,32,32.75,32.85,32.5,5311,172567.45,18-MAY-2016,71,INE144J01027,nse
3IINFOTECH,EQ,4.25,4.25,4.1,4.2,4.2,4.25,669144,2796446.3,18-MAY-2016,1193,INE748C01020,nse
3MINDIA,EQ,13050,13144.85,12951,13009.7,13e3,13059.1,619,8086310.5,18-MAY-2016,239,INE470A01017,nse
8KMILES,EQ,1740,1745,1650,1661.05,1665,1722.45,43484,73183022.8,18-MAY-2016,4759,INE650K01013,nse
A2ZINFRA,EQ,24,25.8,23.3,24.4,24.8,24.15,117940,2837745.6,18-MAY-2016,830,INE619I01012,nse
AARTIDRUGS,EQ,469.85,498.9,457.6,493.05,493.1,462.95,65206,31758497.65,18-MAY-2016,3128,INE767A01016,nse
AARTIIND,EQ,505.2,514.9,503.85,507.15,507,510.45,15428,7858581.3,18-MAY-2016,1190,INE769A01020,nse
AARVEEDEN,EQ,58.2,62.5,58.2,61.5,62.5,60.4,5798,355219,18-MAY-2016,113,INE273D01019,nse
ABAN,EQ,212.1,215.25,212,212.8,212.6,212.85,892591,190506197.45,18-MAY-2016,12787,INE421A01028,nse
ABB,EQ,1255,1264.9,1251.25,1257.8,1259,1259.25,21942,27610382.95,18-MAY-2016,1748,INE117A01022,nse
ABBOTINDIA,EQ,4650,4720.95,4630,4684.2,4714,4695.75,925,4322003,18-MAY-2016,405,INE358A01014,nse
ABFRL,EQ,150.6,156.25,150.3,155.5,155.25,152,545080,83727097.6,18-MAY-2016,29051,INE647O01011,nse
ABGSHIP,EQ,29.05,29.8,28.3,28.65,28.8,29.2,872835,25167718.75,18-MAY-2016,3143,INE067H01016,nse
ABIRLANUVO,EQ,956,1030.5,951.5,1017.1,1016.1,964.65,1071282,1076866910.65,18-MAY-2016,64985,INE069A01017,nse
ACC,EQ,1442.5,1442.5,1428.5,1434.05,1432,1449.4,142481,204318663.65,18-MAY-2016,8776,INE012A01025,nse
