SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI,exchange,timestamp
500002,ABB LTD.    ,A ,Q,1056.85,1065,1052.1,1055.75,1055.75,1062.55,470,2509,2662784,,bse,2016-11-24
500003,AEGIS LOGIS ,B ,Q,139.3,140.3,138.95,139.4,140,139.8,93,9855,1377236,,bse,2016-11-24
500008,AMAR RAJA BA,A ,Q,937.5,937.5,914,920.1,920.1,939.65,1011,13294,12270904,,bse,2016-11-24
500009,A.SARABHAI  ,XD,Q,7.93,7.93,7.5,7.6,7.6,7.8,35,10910,83929,,bse,2016-11-24
500010,HDFC        ,A ,Q,1225.95,1228.8,1213.5,1218.35,1218.35,1225.95,1589,30127,36824242,,bse,2016-11-24
500012,ANDHRA PETRO,XC,Q,22.9,23.9,22.15,23.47,23.69,22.88,421,114678,2658187,,bse,2016-11-24
500013,ANSAL INFRAS,B ,Q,15.4,15.4,14,14.9,15.05,14.4,183,29037,429295,,bse,2016-11-24
500014,APPLE FINANC,XD,Q,3.17,3.17,2.56,2.8,2.8,2.95,23,3459,9413,,bse,2016-11-24
500020,BOM DYEING  ,B ,Q,43.5,44.2,42.85,43.45,44.2,43.75,1362,282675,12276178,,bse,2016-11-24
500023,ASIANHOTNR  ,B ,Q,100,109.85,97.1,109.85,109.85,101.45,8,82,8226,,bse,2016-11-24
500024,ASSAMCO     ,B ,Q,4.5,4.78,4.5,4.65,4.66,4.48,220,122737,571806,,bse,2016-11-24
500027,ATUL LTD.   ,A ,Q,1994.15,2026.5,1989,2005.6,1996.85,2033.55,265,11194,22570741,,bse,2016-11-24
500028,ATV PROJECTS,XT,Q,6.02,6.02,5.74,5.81,5.81,5.74,11,2698,15826,,bse,2016-11-24
500029,AUTOLITE(I) ,B ,Q,48.2,48.75,47.3,48.75,48.75,48.6,8,444,21286,,bse,2016-11-24
500030,AUTORID.FIN ,T ,Q,1.21,1.21,1.21,1.21,1.21,1.27,2,2075,2510,,bse,2016-11-24
500031,BAJAJ ELECT.,A ,Q,215,218.1,212.25,214.6,214.95,218,215,7700,1654819,,bse,2016-11-24
500032,BAJAJHIND   ,B ,Q,14.45,14.45,14.1,14.15,14.15,14.6,538,446165,6371439,,bse,2016-11-24
500033,FORCE MOTR  ,B ,Q,3812,3975,3775,3915.1,3915.1,3831.45,15448,201378,787853409,,bse,2016-11-24
500034,BAJFINANCE  ,A ,Q,847.9,850.2,815.1,821.45,821.45,848.45,5763,150666,125559401,,bse,2016-11-24
500038,BALRAM.CHINI,A ,Q,119.4,122.2,118,119.6,119.6,120.1,2086,208415,25081926,,bse,2016-11-24
500039,BANCO PROD. ,B ,Q,173.8,177,172,173.5,173.5,176.3,618,24538,4277162,,bse,2016-11-24
500040,CENTURY TEXT,A ,Q,726,745,716.8,739.25,739.25,731.15,6871,259711,190050725,,bse,2016-11-24
500041,BANNARI AMAN,B ,Q,1958,2023.95,1900,1910.45,1936,1880.35,208,983,1932772,,bse,2016-11-24
500042,BASF INDIA  ,B ,Q,1042.5,1046.55,1031,1040.6,1040.6,1042.2,130,959,999029,,bse,2016-11-24
500043,BATA INDIA  ,A ,Q,419.6,419.6,401,403.8,403.8,418,4455,126578,51833508,,bse,2016-11-24
500048,BEML LTD    ,A ,Q,789,797.05,777.5,787.65,787.65,785.65,1698,22064,17396630,,bse,2016-11-24
500049,BHARAT ELECT,A ,Q,1290.1,1311.35,1283.95,1300.95,1299,1297.35,734,7539,9771088,,bse,2016-11-24
500052,BHANSALI ENG,B ,Q,23.05,23.3,22.65,23.05,23.05,23.2,767,229390,5277142,,bse,2016-11-24
500055,BHUSH STEEL ,B ,Q,39.2,39.7,38.8,39.25,39.25,39.2,131,17689,695317,,bse,2016-11-24
500058,BIHAR SPONGE,XT,Q,2.64,2.68,2.57,2.68,2.68,2.64,8,2269,5866,,bse,2016-11-24
500059,BINANI IND. ,B ,Q,68.8,71.2,67,69.7,69.7,68.15,284,18946,1315487,,bse,2016-11-24
500060,BIRLACABLE  ,B ,Q,33.7,34.8,33.65,34.75,34.8,34.2,11,1603,55062,,bse,2016-11-24
500067,BLUE STAR   ,B ,Q,466.55,467,462.8,465.15,464.6,469.4,28,203,94483,,bse,2016-11-24
500068,DISA INDIA  ,XC,Q,4250,4250,4250,4250,4250,4200,2,18,76500,,bse,2016-11-24
500074,BPL LTD.    ,B ,Q,60.7,70.7,59.1,68.2,68.2,61.6,5736,652550,43228939,,bse,2016-11-24
500078,CAMPH.& ALL ,XC,Q,651,675,630,648.5,650,667.65,56,1404,902054,,bse,2016-11-24
500083,CENTURY EXT ,T ,Q,6.01,6.01,6.01,6.01,6.01,6.32,42,19571,117621,,bse,2016-11-24
500084,CESC LTD.   ,A ,Q,565,576.75,555.45,571.4,573,568.2,1342,18288,10366429,,bse,2016-11-24
500085,CHAMBAL FERT,B ,Q,58.2,62.8,58,62.15,62.15,58.45,814,105916,6515014,,bse,2016-11-24
500086,EXIDE IND.  ,A ,Q,174.65,174.65,170.35,171.2,171.2,174.65,1443,158320,27265194,,bse,2016-11-24
500087,CIPLA LTD.  ,A ,Q,552,557.9,546,553.65,553.65,552.2,2215,70184,38716908,,bse,2016-11-24
500089,DIC INDIA   ,B ,Q,468.5,481.15,468.5,478.05,477,474.7,23,324,153291,,bse,2016-11-24
500092,CRISIL LTD  ,A ,Q,2300,2300,2252,2262.4,2275,2292.8,87,179,407254,,bse,2016-11-24
500093,CROMPT.GREAV,A ,Q,73,75.4,71.7,74.65,74.65,72.95,1359,225150,16680557,,bse,2016-11-24
500096,DABUR (I)   ,A ,Q,280,281.6,275.35,277.1,277.1,280.6,1167,22896,6390471,,bse,2016-11-24
500097,DALMIASUG   ,B ,Q,125.2,130.05,122.2,128.3,129,126.9,1594,81449,10416947,,bse,2016-11-24
500101,ARVIND Ltd  ,A ,Q,343.2,349.7,339,345.55,345.55,344.8,4000,209592,72101629,,bse,2016-11-24
500102,BALARPUR IND,B ,Q,15.04,16.4,14.66,16.17,16,14.85,952,495031,7796304,,bse,2016-11-24
500103,BHEL        ,A ,Q,124.85,125.7,123.5,124.4,124.4,125.05,3049,452450,56284395,,bse,2016-11-24
500104,HIND.PETRO  ,A ,Q,457.5,457.5,440.65,452.2,452.2,454.15,4958,142717,63970501,,bse,2016-11-24
500106,IFCI LTD    ,A ,Q,22.1,23.65,21.7,22.8,22.8,22.1,1846,801113,17998081,,bse,2016-11-24
500108,MAHA.TELE   ,B ,Q,16.45,16.7,16,16.4,16.4,16.45,426,97452,1604273,,bse,2016-11-24
500109,MRPL        ,A ,Q,87.85,88.85,87.65,88.1,88.3,88.9,658,43984,3879054,,bse,2016-11-24
500110,CHENNAI PET.,B ,Q,255,258.3,252,254.3,254.3,254.85,684,31384,8007010,,bse,2016-11-24
500111,REL.CAP.    ,A ,Q,431,433.8,421.1,423.05,423.05,438.6,7491,431010,183986267,,bse,2016-11-24
500112,STATE BANK  ,A ,Q,258.4,262.9,254.65,261.7,261.7,258.75,15643,1900846,494913433,,bse,2016-11-24
500113,STEEL AUTH. ,A ,Q,48,49.45,47.9,48.9,48.9,48.75,4660,2067725,100807285,,bse,2016-11-24
500114,TITAN       ,A ,Q,314.2,314.2,306.1,307.85,307.85,312.45,2342,67731,20966779,,bse,2016-11-24
500116,IDBI BANK L ,A ,Q,68.05,69.15,66.5,66.85,66.85,68.3,2571,572875,38668387,,bse,2016-11-24
500117,DCW LTD.    ,B ,Q,28.4,28.7,27.8,28.25,28.25,28.45,507,171167,4826442,,bse,2016-11-24
500119,DHAMPUR SUGA,B ,Q,111.95,117.5,111.85,113.5,113.5,114.35,1043,89376,10274999,,bse,2016-11-24
500120,DIAMINES&CHM,XD,Q,54.5,58.5,49.2,52.8,52.85,51.6,36,3138,164173,,bse,2016-11-24
500123,ELANTAS     ,B ,Q,1659,1749,1649.95,1714.25,1715.1,1646.1,185,15970,26847403,,bse,2016-11-24
500124,DR.REDDY'S  ,A ,Q,3133.95,3149,3089.95,3107.45,3107.45,3127.75,981,10457,32659456,,bse,2016-11-24
500125,E.I.D.PAR   ,A ,Q,244.7,249.9,244.4,247.65,248,246.15,287,32841,8122801,,bse,2016-11-24
500126,MERCK LTD   ,B ,Q,885,920.15,876.65,898.65,898.65,886.4,986,12453,11276267,,bse,2016-11-24
500128,ELEC.CASTING,B ,Q,21.1,21.5,21,21.2,21.3,21.5,150,191658,4048229,,bse,2016-11-24
500132,EMPEE SUGARS,XD,Q,7.4,7.4,6.88,7.3,7.3,7.29,7,2410,17570,,bse,2016-11-24
500133,ESAB INDIA  ,B ,Q,559,562.5,555,562.5,562.5,562.7,10,123,68949,,bse,2016-11-24
500135,ESSEL PROP  ,B ,Q,228.8,237,228,231.35,235.4,227.7,411,13742,3200263,,bse,2016-11-24
500136,ESTER INDUS.,B ,Q,35.4,39.2,35.25,38.4,38.4,35.5,1113,43190,1638172,,bse,2016-11-24
500139,FEDDER.LLYOD,B ,Q,68.05,70.05,68,69.65,70.05,68.85,239,15570,1072784,,bse,2016-11-24
500141,FERRO ALLOYS,XD,Q,6.35,6.66,6.35,6.66,6.66,6.35,248,392945,2562778,,bse,2016-11-24
500143,P.H.CAPITAL ,XD,Q,32.8,32.8,32.8,32.8,32.8,32.7,5,1630,53464,,bse,2016-11-24
500144,FINOL. CABLE,A ,Q,390.05,395,381.05,387.3,388,389.7,181,4596,1773960,,bse,2016-11-24
500147,CMI FPE     ,XC,Q,357,394.9,357,366.7,360.05,363.05,21,528,193159,,bse,2016-11-24
500148,UFLEX LTD   ,B ,Q,251,256,245.5,254.45,254.45,248.95,1071,39699,9996757,,bse,2016-11-24
500150,FOSECO INDIA,B ,Q,1310,1315,1289,1312,1312,1288.5,10,41,53625,,bse,2016-11-24
500151,GOLDEN TOB  ,B ,Q,58,58.65,57,57.35,57,58.5,107,7506,431831,,bse,2016-11-24
500153,GANESH BENZO,XC,Q,34.25,34.25,32.9,33.45,33.5,33.9,181,67749,2261016,,bse,2016-11-24
500155,GARDEN SILK ,B ,Q,27.6,27.65,26,26.25,26,26.95,66,8266,220454,,bse,2016-11-24
500159,METROGLOBL  ,XC,Q,72.85,75.85,71,71,71,70.15,18,976,71780,,bse,2016-11-24
500160,GTL LTD.    ,B ,Q,16.85,18.75,16.3,17.85,17.85,16.25,2785,545456,9688730,,bse,2016-11-24
500162,PARRYSUGR   ,B ,Q,37.95,37.95,36.5,36.5,36.5,36.55,14,766,28104,,bse,2016-11-24
500163,GODFREY PH  ,B ,Q,947.7,975,906.8,942.3,942.3,951.65,3891,39527,37126571,,bse,2016-11-24
500164,GODREJ IND  ,A ,Q,376.5,381.45,364.25,372.75,372,375.4,2238,60012,22259129,,bse,2016-11-24
500165,KANSAI NERO ,A ,Q,335,344.5,332,339.2,338.95,337.5,486,11053,3755034,,bse,2016-11-24
500166,GOODRICKE   ,XC,Q,180,182.9,176,181.3,181.9,178,316,20310,3676662,,bse,2016-11-24
500168,GOODYEAR (I),B ,Q,699.75,708.9,686,701.75,695,701.2,426,5431,3801723,,bse,2016-11-24
500170,GTN INDUS   ,B ,Q,12.25,12.25,12.24,12.25,12.24,12.31,2,482,5903,,bse,2016-11-24
500171,GHCL LTD    ,B ,Q,239,241,232,236.95,238.45,239.45,702,34054,8102711,,bse,2016-11-24
500173,GUJ.FLOURO  ,B ,Q,487,492,484,487.15,489.2,490,80,319,155278,,bse,2016-11-24
500174,GUJ.LEASE   ,T ,Q,1.86,1.95,1.86,1.95,1.95,1.95,3,110,205,,bse,2016-11-24
500179,HCL INFOSYS ,B ,Q,42.8,43.3,41.9,42.35,42.35,42.95,1099,237102,10137267,,bse,2016-11-24
