SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI,exchange,timestamp
500002,ABB LTD.    ,A ,Q,1478.75,1478.75,1433.35,1448.15,1448.15,1461.4,965,11575,16765810,,bse,2017-07-24
500003,AEGIS LOGIS ,A ,Q,181,184.7,180.5,182,182,180.65,515,37648,6863952,,bse,2017-07-24
500008,AMAR RAJA BA,A ,Q,849,849,840.4,843.25,842,838.8,659,14168,11962209,,bse,2017-07-24
500009,A.SARABHAI  ,XD,Q,8.71,8.98,8.66,8.75,8.75,8.72,43,23106,203060,,bse,2017-07-24
500010,HDFC        ,A ,Q,1642.15,1643.95,1629,1635,1635,1641.6,1457,48243,78944780,,bse,2017-07-24
500012,ANDHRA PETRO,XC,Q,26.75,27.25,26.75,27.15,27.1,26,185,69576,1881288,,bse,2017-07-24
500013,ANSAL INFRAS,B ,Q,27.2,27.5,26.4,26.7,26.55,27.1,168,39211,1061702,,bse,2017-07-24
500014,APPLE FINANC,XT,Q,3.65,3.67,3.48,3.56,3.6,3.5,38,10878,38706,,bse,2017-07-24
500020,BOM DYEING  ,A ,Q,86.55,87.65,85.4,85.8,85.8,87.8,1503,353063,30451109,,bse,2017-07-24
500023,ASIANHOTNR  ,B ,Q,131.8,140,129.15,136.3,134.6,130,26,3462,467930,,bse,2017-07-24
500024,ASSAMCO     ,B ,Q,6.62,7.09,6.6,6.88,6.89,6.77,222,191790,1324610,,bse,2017-07-24
500027,ATUL LTD.   ,A ,Q,2280.5,2280.5,2177,2210.5,2210.5,2298.6,891,6265,13858774,,bse,2017-07-24
500028,ATV PROJECTS,XT,Q,7.75,8.16,7.65,7.73,7.72,7.78,49,14128,113572,,bse,2017-07-24
500029,AUTOLITE(I) ,B ,Q,62.8,64.5,62.8,63.15,62.95,64.25,59,4924,313741,,bse,2017-07-24
500031,BAJAJ ELECT.,A ,Q,340,353.75,334.35,337.95,337.95,335.8,1583,57206,19704792,,bse,2017-07-24
500032,BAJAJHIND   ,B ,Q,16.69,16.94,15.97,16.04,16.04,16.45,3448,2507352,41282086,,bse,2017-07-24
500033,FORCE MOTR  ,B ,Q,4060.55,4149.8,4060.55,4100.2,4100.2,4053.15,3895,35564,146421207,,bse,2017-07-24
500034,BAJFINANCE  ,A ,Q,1639,1639,1588.2,1598.2,1598.2,1617.55,6924,65425,105265090,,bse,2017-07-24
