SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI,exchange,timestamp
500002,ABB LTD.    ,A ,Q,1031,1089,1025,1075,1075,1030.45,2801,24683,26186507,,bse,2016-03-03
500003,AEGIS LOGIS ,B ,Q,92.85,104,91,102.05,102.05,91.15,2168,136315,13529532,,bse,2016-03-03
500008,AMAR RAJA BA,A ,Q,888,888,859.7,869.65,869.65,876.05,814,8243,7155691,,bse,2016-03-03
500009,A.SARABHAI  ,XD,Q,5.81,5.94,5.8,5.87,5.94,5.79,21,5976,34821,,bse,2016-03-03
500010,HDFC        ,A ,Q,1115,1134.8,1108.95,1123.6,1123.6,1100.25,2817,98148,110111127,,bse,2016-03-03
500012,ANDHRA PETRO,XC,Q,12.4,12.78,12.2,12.4,12.4,12.4,83,47878,592392,,bse,2016-03-03
500013,ANSAL INFRAS,B ,Q,17.2,17.75,17.05,17.35,17.4,17.25,194,19085,331604,,bse,2016-03-03
500014,APPLE FINANC,XD,Q,2.28,2.29,2.18,2.19,2.28,2.23,17,4124,9190,,bse,2016-03-03
500020,BOM DYEING  ,B ,Q,43.8,45.3,43.25,44.45,44.45,43.35,1406,212909,9477440,,bse,2016-03-03
500023,ASIANHOTNR  ,B ,Q,111,114.5,111,114.5,114.5,108.7,4,106,11773,,bse,2016-03-03
500024,ASSAMCO     ,B ,Q,4.7,5.05,4.65,5,5,4.65,390,315052,1539256,,bse,2016-03-03
500027,ATUL LTD.   ,A ,Q,1424.8,1467.9,1416.9,1426.9,1417.85,1420.25,296,2080,3013845,,bse,2016-03-03
500028,ATV PROJECTS,XT,Q,8.31,8.69,8.31,8.53,8.6,8.47,17,3804,32252,,bse,2016-03-03
500029,AUTOLITE(I) ,B ,Q,46.1,46.1,45.1,45.3,45.1,45.15,6,800,36470,,bse,2016-03-03
500031,BAJAJ ELECT.,A ,Q,169.5,174,169.25,173.5,173.5,168.1,629,27295,4704068,,bse,2016-03-03
500032,BAJAJHIND   ,B ,Q,15.6,15.8,15.05,15.23,15.23,15.44,642,377012,5790702,,bse,2016-03-03
500033,FORCE MOTR  ,B ,Q,2519,2575,2475,2559,2559,2503,6388,73622,186377898,,bse,2016-03-03
500034,BAJFINANCE  ,A ,Q,6397.5,6416.2,6190.1,6203.35,6203.35,6376.7,1340,6064,37980828,,bse,2016-03-03
500038,BALRAM.CHINI,A ,Q,84.05,86,83.4,85.7,85.7,83.65,2067,196472,16723773,,bse,2016-03-03
500039,BANCO PROD. ,B ,Q,102.1,102.45,100.55,102.05,102.05,100.6,195,11097,1128642,,bse,2016-03-03
500040,CENTURY TEXT,A ,Q,459.95,473.55,456.55,469.45,469.45,455.25,3174,101476,47051430,,bse,2016-03-03
500041,BANNARI AMAN,B ,Q,1100,1125,1100,1120,1120,1083.75,16,156,174901,,bse,2016-03-03
500042,BASF INDIA  ,B ,Q,799.75,806.9,787,798.35,798.35,797.7,648,2847,2266955,,bse,2016-03-03
500043,BATA INDIA  ,A ,Q,473.1,496.4,473.1,492.65,492.65,472.8,1676,46825,22675568,,bse,2016-03-03
500048,BEML LTD    ,A ,Q,1036,1058.25,1030,1044.45,1044.45,1029.95,2981,31017,32462895,,bse,2016-03-03
500049,BHARAT ELECT,A ,Q,1055,1087.4,1055,1076.3,1076.3,1053.45,4037,51359,55061601,,bse,2016-03-03
500051,BHAG GAS    ,Z ,Q,1.05,1.13,1.03,1.03,1.13,1.08,5,1750,1822,,bse,2016-03-03
500052,BHANSALI ENG,B ,Q,17.65,18,17.25,17.75,17.95,17.7,145,33956,600423,,bse,2016-03-03
500055,BHUSH STEEL ,A ,Q,34,36.5,34,35.65,35.65,34.05,1576,185121,6565986,,bse,2016-03-03
500058,BIHAR SPONGE,XT,Q,2.54,2.54,2.38,2.45,2.47,2.5,10,2006,5037,,bse,2016-03-03
500059,BINANI IND. ,B ,Q,56.2,56.75,55.35,56.55,56.5,55.05,51,4062,228288,,bse,2016-03-03
500060,BIRLA ERIC. ,T ,Q,32.7,34.75,32.7,33.6,33.6,33.9,7,581,19742,,bse,2016-03-03
500067,BLUE STAR   ,B ,Q,331.95,339,330.05,337.15,335.1,329.65,37,1068,357892,,bse,2016-03-03
500068,DISA INDIA  ,XC,Q,4235,4235,3900,4201.5,4219.5,4065.5,18,68,278789,,bse,2016-03-03
500069,BNK CAPITAL ,XD,Q,24.95,25,24.95,25,25,23.9,4,340,8487,,bse,2016-03-03
500074,BPL LTD.    ,B ,Q,28,29.2,27.9,29,29,27.85,269,57710,1657854,,bse,2016-03-03
500078,CAMPH.& ALL ,XC,Q,474,478,452.1,460.5,460,471.4,93,3716,1715833,,bse,2016-03-03
