SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI,exchange,timestamp
500002,ABB LTD.    ,A ,Q,1416.15,1447.95,1413.7,1432.65,1428.1,1416.95,1107,14694,21091327,,bse,2018-01-04
500003,AEGIS LOGIS ,A ,Q,287.95,289.6,282.7,288.75,288.45,285.9,625,26017,7448513,,bse,2018-01-04
500008,AMAR RAJA BA,A ,Q,854,854,837.65,839.85,839.85,846.1,1547,22415,18879872,,bse,2018-01-04
500009,A.SARABHAI  ,XT,Q,10.15,10.94,10.11,10.94,10.94,10.42,62,47695,514565,,bse,2018-01-04
500010,HDFC        ,A ,Q,1716.9,1716.9,1692,1705.5,1705.5,1700.9,896,21299,36261543,,bse,2018-01-04
500012,ANDHRA PETRO,X ,Q,61.2,61.2,61.2,61.2,61.2,58.3,105,107959,6607090,,bse,2018-01-04
500013,ANSAL INFRAS,B ,Q,27.2,27.9,26.95,27.3,27.8,27.7,218,51627,1412469,,bse,2018-01-04
500014,APPLE FINANC,X ,Q,4.15,4.24,4.15,4.24,4.24,4.04,19,14856,62967,,bse,2018-01-04
500020,BOM DYEING  ,A ,Q,278.1,285.15,277,278.5,278.5,279.45,4433,570149,160116699,,bse,2018-01-04
500023,ASIANHOTNR  ,B ,Q,176.95,179,172.5,177,177,173.05,14,208,36709,,bse,2018-01-04
500024,ASSAMCO     ,T ,Q,5.8,6,5.75,5.77,5.77,5.89,100,75228,440046,,bse,2018-01-04
500027,ATUL LTD.   ,A ,Q,2732.25,2908.95,2730,2832.6,2827.3,2730.45,1090,7416,21125755,,bse,2018-01-04
500028,ATV PROJECTS,XT,Q,10.55,11.05,10.55,10.92,11.05,10.53,232,98817,1088393,,bse,2018-01-04
500029,AUTOLITE(I) ,B ,Q,68.7,76.1,68.25,76.1,76.1,69.2,552,75487,5616216,,bse,2018-01-04
500031,BAJAJ ELECT.,A ,Q,542,551,532.25,538.35,538.35,535.45,1816,72135,39145833,,bse,2018-01-04
500032,BAJAJHIND   ,A ,Q,17.5,17.7,16.95,17.1,17.1,17.35,1533,1519329,26048700,,bse,2018-01-04
500033,FORCE MOTR  ,B ,Q,3665,3692,3610,3628.9,3628.9,3650.6,1986,22506,82068070,,bse,2018-01-04
500034,BAJFINANCE  ,A ,Q,1719.75,1760,1714,1753.35,1756.1,1714.25,2184,43845,76246150,,bse,2018-01-04
500038,BALRAM.CHINI,A ,Q,136,138.9,135.7,137.05,137.05,136.7,955,166222,22740074,,bse,2018-01-04
500039,BANCO PROD. ,B ,Q,254.5,258.5,253,253.5,253,256.45,366,18507,4719530,,bse,2018-01-04
500040,CENTURY TEXT,A ,Q,1409,1440,1409,1435.55,1435.55,1407.75,884,43250,61699347,,bse,2018-01-04
500041,BANNARI AMAN,B ,Q,2166.6,2166.6,2120.2,2140.35,2140.35,2110.05,7,15,31969,,bse,2018-01-04
500042,BASF INDIA  ,B ,Q,2130,2175,2093.9,2141.2,2141.2,2123.25,213,885,1880557,,bse,2018-01-04
500043,BATA INDIA  ,A ,Q,777,779.85,765.05,767.05,768,772.6,1544,60816,46919566,,bse,2018-01-04
500048,BEML LTD    ,A ,Q,1531,1549.45,1512.55,1531.6,1531.6,1523.5,1788,47150,72311288,,bse,2018-01-04
500049,BHARAT ELECT,A ,Q,179.25,181.95,179.25,180,180,181.05,1971,306548,55206660,,bse,2018-01-04
500052,BHANSALI ENG,B ,Q,201.9,207.15,198.7,207.15,207.15,197.3,3079,700125,144207182,,bse,2018-01-04
500055,BHUSH STEEL ,B ,Q,68.4,70.5,67.3,68.5,68.5,67.25,2201,392011,26947136,,bse,2018-01-04
500058,BIHAR SPONGE,XT,Q,2,2.15,1.95,2.15,2.15,2.05,57,49776,102421,,bse,2018-01-04
500059,BINANI IND. ,T ,Q,139,143,135,142.3,142.3,139.05,336,41047,5791515,,bse,2018-01-04
500060,BIRLACABLE  ,T ,Q,63.7,65.8,63,65.15,65.35,63.8,98,9851,638927,,bse,2018-01-04
500067,BLUE STAR   ,A ,Q,821.95,832.9,796.3,807.9,808,817.9,337,4377,3545610,,bse,2018-01-04
500068,DISA INDIA  ,X ,Q,7350,7350,6890,6898.35,6900,7294.85,33,2594,18914196,,bse,2018-01-04
500069,BNK CAPITAL ,X ,Q,136,139.9,132.25,132.65,132.3,131.7,67,2941,398287,,bse,2018-01-04
500074,BPL LTD.    ,B ,Q,113,113.5,108.4,110.3,110.3,112,1568,185311,20585394,,bse,2018-01-04
500078,CAMPH.& ALL ,X ,Q,1195.1,1248,1195.1,1232.1,1240,1237.45,84,1365,1680877,,bse,2018-01-04
500083,CENTURY EXT ,B ,Q,6.25,6.25,6.03,6.16,6.16,6.16,39,32434,201036,,bse,2018-01-04
500084,CESC LTD.   ,A ,Q,1060.6,1093.45,1060,1090.5,1090.5,1060.6,2430,89906,97521372,,bse,2018-01-04
500085,CHAMBAL FERT,A ,Q,161.35,163.9,160.1,160.55,160.55,160.1,1069,90356,14572431,,bse,2018-01-04
500086,EXIDE IND.  ,A ,Q,222.95,224.9,221.15,221.7,221.7,222.95,628,67931,15100513,,bse,2018-01-04
500087,CIPLA LTD.  ,A ,Q,607.1,616.55,603.2,614.9,613.1,607.05,1492,95599,58148520,,bse,2018-01-04
500089,DIC INDIA   ,B ,Q,561,620.6,557.9,601,606.5,565.9,765,14613,8761335,,bse,2018-01-04
500092,CRISIL LTD  ,A ,Q,1857,1915,1853.05,1897.1,1897.1,1863.7,277,3004,5679001,,bse,2018-01-04
500093,CGPOWER     ,A ,Q,91.5,93.6,90.5,92.75,92.75,91.45,1645,404347,37237122,,bse,2018-01-04
500096,DABUR (I)   ,A ,Q,354.1,356,353.6,355.4,355,354.1,825,35070,12445161,,bse,2018-01-04
