SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI,exchange,timestamp
500002,ABB LTD.    ,A ,Q,1070,1074.75,1051,1053.7,1053.7,1056.15,900,6810,7208388,NA,bse,2016-01-08
500003,AEGIS LOGIS ,B ,Q,106,106.7,103,103.75,103.45,103.65,480,39222,4106910,NA,bse,2016-01-08
500008,AMAR RAJA BA,A ,Q,850,852.05,825.3,844,844,839.65,2017,18137,15207623,NA,bse,2016-01-08
500009,A.SARABHAI  ,B ,Q,7.56,7.87,7.5,7.57,7.57,7.65,89,40830,311242,NA,bse,2016-01-08
500010,HDFC        ,A ,Q,1185,1210,1169.9,1175.2,1175.2,1179.8,3645,117668,138435524,NA,bse,2016-01-08
500012,ANDHRA PETRO,B ,Q,16.95,17.28,16.2,16.99,16.7,16.14,381,267754,4524942,NA,bse,2016-01-08
500013,ANSAL INFRAS,B ,Q,23.85,23.9,22.65,23.55,23.45,22.95,665,72029,1690805,NA,bse,2016-01-08
500014,APPLE FINANC,B ,Q,2.73,3.54,2.73,3.31,3.39,3.19,86,42867,144174,NA,bse,2016-01-08
500020,BOM DYEING  ,B ,Q,62,63.15,62,62.3,62.3,61.6,1144,252726,15796263,NA,bse,2016-01-08
500023,ASIANHOTNR  ,B ,Q,133.5,133.5,133,133.2,133,138.8,2,9,1199,NA,bse,2016-01-08
500024,ASSAMCO     ,B ,Q,6.38,6.8,6.12,6.7,6.7,6.37,1241,826174,5400640,NA,bse,2016-01-08
500027,ATUL LTD.   ,A ,Q,1648.2,1651.85,1625,1632.9,1632.9,1630.5,168,1013,1660504,NA,bse,2016-01-08
500028,ATV PROJECTS,T ,Q,10.1,10.44,9.7,10.22,10.2,10.1,73,35182,363327,NA,bse,2016-01-08
500029,AUTOLITE(I) ,B ,Q,64.3,65.45,61.15,63.95,63.85,62.5,253,11415,717484,NA,bse,2016-01-08
500030,AUTORID.FIN ,B ,Q,0.93,0.93,0.93,0.93,0.93,0.89,7,1650,1534,NA,bse,2016-01-08
500031,BAJAJ ELECT.,A ,Q,200,202.4,197.75,199.85,199.85,199.45,1580,69182,13894656,NA,bse,2016-01-08
500032,BAJAJHIND   ,B ,Q,18.45,20.45,18.45,20.15,20.15,18.4,4793,2429394,47624243,NA,bse,2016-01-08
500033,FORCE MOTR  ,B ,Q,3010,3039,2960,2978,2978,2974,4598,45565,136552589,NA,bse,2016-01-08
500034,BAJFINANCE  ,A ,Q,6111.6,6365,6111.4,6314.55,6314.55,6112.95,1345,4677,29341223,NA,bse,2016-01-08
500038,BALRAM.CHINI,A ,Q,75.6,83.6,75.6,82.45,82.45,75.2,13143,1725479,139397272,NA,bse,2016-01-08
500039,BANCO PROD. ,B ,Q,140,143.8,140,142.2,142.2,139.5,555,21869,3113899,NA,bse,2016-01-08
500040,CENTURY TEXT,A ,Q,564,575,564,568.4,568.4,562.3,2758,83533,47566705,NA,bse,2016-01-08
500041,BANNARI AMAN,B ,Q,1056.5,1210,1051,1193.5,1175,1047.5,84,515,609313,NA,bse,2016-01-08
500042,BASF INDIA  ,B ,Q,919,923.25,905.5,913.5,910,910.6,389,2661,2432889,NA,bse,2016-01-08
500043,BATA INDIA  ,A ,Q,500,502.5,486.7,489.6,489.6,497.25,1716,28716,14087053,NA,bse,2016-01-08
